"","EntryPublished","the_day","posted_on_YT","keyword","video_ID","yt_long_ID","channel name","EntryURL","region","RSS"
"245","February 21, 2024 at 10:51AM","2024-02-21","2024-02-21T12:47:43Z","transgender","2Wo17zmPvsU","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=2Wo17zmPvsU","USA",11193014132467406848
"246","February 07, 2024 at 12:40AM","2024-02-07","2024-02-06T23:23:36Z","biological sex","2Xsojn8mvEU","UCvoiXGD8UhXXKzbI-tYo_Ig","We Are Iowa Local 5 News","https://www.youtube.com/watch?v=2Xsojn8mvEU","all regions",17630397442231169024
"247","February 21, 2024 at 08:19AM","2024-02-21","2024-02-21T02:26:23Z","biological sex","2Z4N5PUlwQA","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=2Z4N5PUlwQA","all regions",17630397442231169024
"248","February 21, 2024 at 03:12AM","2024-02-21","2024-02-21T02:26:23Z","biological sex","2Z4N5PUlwQA","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=2Z4N5PUlwQA","USA",16843718063138846720
"249","February 03, 2024 at 05:11PM","2024-02-03","2024-02-03T01:19:51Z","gender identity","2zS32RTyx9U","UCVKAcQQCO8vv87Gk62SutAg","CityNews","https://www.youtube.com/watch?v=2zS32RTyx9U","USA",4028362110021709824
"250","February 03, 2024 at 05:11PM","2024-02-03","2024-02-03T01:19:51Z","gender identity","2zS32RTyx9U","UCVKAcQQCO8vv87Gk62SutAg","CityNews","https://www.youtube.com/watch?v=2zS32RTyx9U","all regions",14792114867614312448
"251","May 03, 2024 at 05:40AM","2024-05-03","2024-05-03T03:09:38Z","transgender","2zUG9fAnH9s","UCxXTyFekH99JnS3qaXIQW7A","KVUE","https://www.youtube.com/watch?v=2zUG9fAnH9s","all regions",1916116072231156224
"252","May 10, 2024 at 12:13PM","2024-05-10","2024-05-10T15:54:45Z","biological sex","3-cYZTPK5AY","UCeEPehSV8K34BL4PFzcTHkA","The Christian Institute","https://www.youtube.com/watch?v=3-cYZTPK5AY","all regions",17630397442231169024
"253","May 10, 2024 at 11:58AM","2024-05-10","2024-05-10T15:54:45Z","gender ideology","3-cYZTPK5AY","UCeEPehSV8K34BL4PFzcTHkA","The Christian Institute","https://www.youtube.com/watch?v=3-cYZTPK5AY",NA,8717893479030415360
"254","November 01, 2024 at 05:43PM","2024-11-01","2024-11-01T09:43:03Z","gender identity","31GAFncCL8M","UCi7Zk9baY1tvdlgxIML8MXg","CTV News","https://www.youtube.com/watch?v=31GAFncCL8M","USA",4028362110021709824
"255","November 01, 2024 at 05:43PM","2024-11-01","2024-11-01T09:43:03Z","gender identity","31GAFncCL8M","UCi7Zk9baY1tvdlgxIML8MXg","CTV News","https://www.youtube.com/watch?v=31GAFncCL8M","all regions",14792114867614312448
"256","August 09, 2024 at 11:21AM","2024-08-09","2024-08-09T11:51:51Z","transgenderism","33JYd7KZxAA","UChd1DEecCRlxaa0-hvPACCw","JoyNews","https://www.youtube.com/watch?v=33JYd7KZxAA",NA,15658552694435684352
"257","August 01, 2024 at 10:28AM","2024-08-01","2024-08-01T10:07:18Z","transgender","34VHzOadUbA","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=34VHzOadUbA","all regions",1916116072231156224
"258","April 27, 2024 at 03:25PM","2024-04-27","2024-04-27T13:19:16Z","gender ideology","37hvLry7_RM","UCeEPehSV8K34BL4PFzcTHkA","The Christian Institute","https://www.youtube.com/watch?v=37hvLry7_RM",NA,8717893479030415360
"259","June 23, 2024 at 06:51AM","2024-06-23","2024-06-22T22:16:34Z","gender ideology","3aA_bJNhCuo","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=3aA_bJNhCuo",NA,8717893479030415360
"260","February 18, 2024 at 11:00PM","2024-02-18","2024-02-19T00:10:39Z","transgender","3cmehcUNfdA","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=3cmehcUNfdA","all regions",1916116072231156224
"261","May 10, 2024 at 12:33PM","2024-05-10","2024-05-10T16:13:06Z","gender ideology","3CNAmmjg3s4","UCHqkXbgqrDrDVInBMSoGQgQ","The Daily Signal","https://www.youtube.com/watch?v=3CNAmmjg3s4",NA,8717893479030415360
"262","June 17, 2024 at 06:06PM","2024-06-17","2024-06-17T21:45:00Z","gender ideology","3DqThVFgxHM","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=3DqThVFgxHM",NA,8717893479030415360
"263","June 12, 2024 at 07:49AM","2024-06-12","2024-06-12T11:28:33Z","gender identity","3EXTT_4QDIo","UCxXTyFekH99JnS3qaXIQW7A","KVUE","https://www.youtube.com/watch?v=3EXTT_4QDIo","all regions",14792114867614312448
"264","June 06, 2024 at 04:10PM","2024-06-06","2024-06-06T16:49:53Z","transgender","3ExYuWz0eg0","UCa-22YiwAc4jzg01UE2RDtA","Star Tribune","https://www.youtube.com/watch?v=3ExYuWz0eg0","all regions",1916116072231156224
"265","June 06, 2024 at 12:50PM","2024-06-06","2024-06-06T16:49:53Z","transgender","3ExYuWz0eg0","UCa-22YiwAc4jzg01UE2RDtA","Star Tribune","https://www.youtube.com/watch?v=3ExYuWz0eg0","USA",11193014132467406848
"266","March 17, 2024 at 06:08PM","2024-03-17","2024-03-17T22:01:22Z","gender ideology","3f_LXtp7DDk","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=3f_LXtp7DDk",NA,8717893479030415360
"267","May 13, 2024 at 06:45PM","2024-05-13","2024-05-13T22:36:35Z","transgender","3F7pL5Vz2vg","UCRNf0_t4Qo5eojj8sSvd_8A","13WMAZ","https://www.youtube.com/watch?v=3F7pL5Vz2vg","all regions",1916116072231156224
"268","June 30, 2024 at 05:30AM","2024-06-30","2024-06-30T09:28:50Z","transgender","3fCZiaoSMIU","UCJEDFSxHHOW1PpBccdSxOTA","The Indian Express","https://www.youtube.com/watch?v=3fCZiaoSMIU","all regions",1916116072231156224
"269","June 30, 2024 at 03:01PM","2024-06-30","2024-06-30T09:28:50Z","gender identity","3fCZiaoSMIU","UCJEDFSxHHOW1PpBccdSxOTA","The Indian Express","https://www.youtube.com/watch?v=3fCZiaoSMIU","all regions",14792114867614312448
"270","November 16, 2024 at 03:15PM","2024-11-16","2024-11-16T13:53:52Z","gender ideology","3GiOhT6k1fI","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=3GiOhT6k1fI",NA,8717893479030415360
"271","February 19, 2024 at 03:23AM","2024-02-19","2024-02-18T23:31:50Z","transgender","3hGQHm-QWHs","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=3hGQHm-QWHs","all regions",1916116072231156224
"272","August 26, 2024 at 11:23AM","2024-08-26","2024-08-26T15:06:18Z","transgender","3hmGvtwOlNk","UCWCEYVwSqr7Epo6sSCfUgiw","MIRROR NOW","https://www.youtube.com/watch?v=3hmGvtwOlNk","all regions",1916116072231156224
"273","June 17, 2024 at 12:48PM","2024-06-17","2024-06-17T16:34:28Z","transgender","3i19VCIqHr8","UCNWsXxEbKkKXOYzw-SwaXoA","Page Six","https://www.youtube.com/watch?v=3i19VCIqHr8","all regions",1916116072231156224
"274","June 17, 2024 at 12:55PM","2024-06-17","2024-06-17T16:34:28Z","transgender","3i19VCIqHr8","UCNWsXxEbKkKXOYzw-SwaXoA","Page Six","https://www.youtube.com/watch?v=3i19VCIqHr8","USA",11193014132467406848
"275","February 12, 2024 at 02:50PM","2024-02-12","2024-02-12T12:27:54Z","gender ideology","3IGXxNHCh34","UC7fWeaHhqgM4Ry-RMpM2YYw","TRT World","https://www.youtube.com/watch?v=3IGXxNHCh34",NA,8717893479030415360
"276","February 06, 2024 at 07:50AM","2024-02-06","2024-02-06T00:16:48Z","transgender","3iKvnTp61hk","UCznk5ru166gqEznWjcnJB0g","KELOLAND News","https://www.youtube.com/watch?v=3iKvnTp61hk","all regions",1916116072231156224
"277","July 01, 2024 at 07:08PM","2024-07-01","2024-07-01T22:58:23Z","transgender","3lSPzuvT6UU","UC72nbKQLSDyiSARhg0Ywj4w","9NEWS","https://www.youtube.com/watch?v=3lSPzuvT6UU","all regions",1916116072231156224
"278","July 15, 2024 at 04:39AM","2024-07-15","2024-07-14T22:57:14Z","gender ideology","3lzz-cX1mcc","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=3lzz-cX1mcc",NA,8717893479030415360
"279","November 09, 2024 at 07:10PM","2024-11-09","2024-11-09T23:31:33Z","transgender","3mUvV9DkVnA","UCTaVAYaqEV3k6ZxIAP77-jQ","NBC10 Boston","https://www.youtube.com/watch?v=3mUvV9DkVnA","all regions",1916116072231156224
"280","December 14, 2024 at 09:10AM","2024-12-14","2024-12-14T02:04:26Z","transgender","3p4g3X5v4kE","UCWElIIlFx2JiyI9UVrbrEcw","Atlanta News First ","https://www.youtube.com/watch?v=3p4g3X5v4kE","all regions",1916116072231156224
"281","December 14, 2024 at 09:10AM","2024-12-14","2024-12-14T02:04:26Z","transgender","3p4g3X5v4kE","UCWElIIlFx2JiyI9UVrbrEcw","Atlanta News First ","https://www.youtube.com/watch?v=3p4g3X5v4kE","USA",11193014132467406848
"282","April 17, 2024 at 03:51PM","2024-04-17","2024-04-17T13:14:37Z","transgender","3q1VPq6wrK8","UCM0cwESe107DHyGpEUx1n4Q","Lorraine","https://www.youtube.com/watch?v=3q1VPq6wrK8","all regions",1916116072231156224
"283","September 13, 2024 at 02:37AM","2024-09-13","2024-09-13T11:00:07Z","transgender","3Qluxfz9MHE","UC4abf1syFz5KZ6w3vRMRHoQ","KTAR News","https://www.youtube.com/watch?v=3Qluxfz9MHE","all regions",1916116072231156224
"284","September 12, 2024 at 08:09PM","2024-09-12","2024-09-13T11:00:07Z","transgender","3Qluxfz9MHE","UC4abf1syFz5KZ6w3vRMRHoQ","KTAR News","https://www.youtube.com/watch?v=3Qluxfz9MHE","USA",11193014132467406848
"285","February 07, 2024 at 06:30PM","2024-02-07","2024-02-06T23:26:01Z","biological sex","3RxFgKBFplQ","UCvoiXGD8UhXXKzbI-tYo_Ig","We Are Iowa Local 5 News","https://www.youtube.com/watch?v=3RxFgKBFplQ","USA",16843718063138846720
"286","February 07, 2024 at 12:44AM","2024-02-07","2024-02-06T23:26:01Z","biological sex","3RxFgKBFplQ","UCvoiXGD8UhXXKzbI-tYo_Ig","We Are Iowa Local 5 News","https://www.youtube.com/watch?v=3RxFgKBFplQ","all regions",17630397442231169024
"287","February 06, 2024 at 06:43PM","2024-02-06","2024-02-06T23:26:01Z","gender identity","3RxFgKBFplQ","UCvoiXGD8UhXXKzbI-tYo_Ig","We Are Iowa Local 5 News","https://www.youtube.com/watch?v=3RxFgKBFplQ","all regions",14792114867614312448
"288","May 03, 2024 at 05:39AM","2024-05-03","2024-05-03T03:04:55Z","transgender","3sC7YDIvBHg","UCVaXclURQZlakiTMzuwHvRw","News 19 WLTX","https://www.youtube.com/watch?v=3sC7YDIvBHg","all regions",1916116072231156224
"289","December 06, 2024 at 11:00AM","2024-12-06","2024-12-06T15:29:34Z","gender ideology","3SZqOctydjg","UCHqkXbgqrDrDVInBMSoGQgQ","The Daily Signal","https://www.youtube.com/watch?v=3SZqOctydjg",NA,8717893479030415360
"290","June 25, 2024 at 02:15AM","2024-06-25","2024-06-24T19:04:52Z","gender ideology","3TC2WrC74Z8","UCTrQ7HXWRRxr7OsOtodr2_w","Channel 4 News","https://www.youtube.com/watch?v=3TC2WrC74Z8",NA,8717893479030415360
"291","February 29, 2024 at 10:32PM","2024-02-29","2024-03-01T03:27:27Z","gender identity","3uxiu9kDOGw","UCvAnclelY8eSq8GyPE19KTw","The National Desk","https://www.youtube.com/watch?v=3uxiu9kDOGw","all regions",14792114867614312448
"292","August 14, 2024 at 07:04PM","2024-08-14","2024-08-14T22:47:46Z","gender identity","3vfiLZTMRwo","UCUPU09hfdemclhLeO_ecgnA","NBC 7 San Diego","https://www.youtube.com/watch?v=3vfiLZTMRwo","all regions",14792114867614312448
"293","April 29, 2024 at 10:56AM","2024-04-29","2024-04-29T10:01:32Z","gender ideology","3WliL0YCCWY","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=3WliL0YCCWY",NA,8717893479030415360
"294","February 19, 2024 at 07:06AM","2024-02-19","2024-02-19T11:45:22Z","transgender","3WSx5y6-1jE","UCnWi59TPymx0_qt7PX3VeNA","PIX11 News","https://www.youtube.com/watch?v=3WSx5y6-1jE","all regions",1916116072231156224
"295","November 22, 2024 at 05:27PM","2024-11-22","2024-11-22T22:21:11Z","transgender","3ylT2dP4ALs","UCvAnclelY8eSq8GyPE19KTw","The National Desk","https://www.youtube.com/watch?v=3ylT2dP4ALs","USA",11193014132467406848
"296","November 22, 2024 at 11:24PM","2024-11-22","2024-11-22T22:21:11Z","transgender","3ylT2dP4ALs","UCvAnclelY8eSq8GyPE19KTw","The National Desk","https://www.youtube.com/watch?v=3ylT2dP4ALs","all regions",1916116072231156224
"297","November 19, 2024 at 04:09AM","2024-11-19","2024-11-19T01:37:31Z","gender ideology","4-P85yoOI1Y","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=4-P85yoOI1Y",NA,8717893479030415360
"298","August 06, 2024 at 08:41PM","2024-08-06","2024-08-07T00:32:09Z","transgenderism","40FMzmBMxbI","UCOW3LG5_3_pZDCjEc3xHgrg","WANE 15 News","https://www.youtube.com/watch?v=40FMzmBMxbI",NA,15658552694435684352
"299","November 07, 2024 at 06:16PM","2024-11-07","2024-11-07T23:13:59Z","transgender","41w4M0O8aAk","UClYiny8IhDsIk5SivucNl7g","WJZ","https://www.youtube.com/watch?v=41w4M0O8aAk","USA",11193014132467406848
"300","November 07, 2024 at 06:16PM","2024-11-07","2024-11-07T23:13:59Z","transgender","41w4M0O8aAk","UClYiny8IhDsIk5SivucNl7g","WJZ","https://www.youtube.com/watch?v=41w4M0O8aAk","all regions",1916116072231156224
"301","March 21, 2024 at 01:33AM","2024-03-21","2024-03-21T03:17:52Z","transgender","42LmvmCNxnU","UCNZyLULUQBp5e9Q1cKtvk6Q","CBS New York","https://www.youtube.com/watch?v=42LmvmCNxnU","all regions",1916116072231156224
"302","June 09, 2024 at 09:26AM","2024-06-09","2024-06-09T13:25:06Z","transgender","44YFjWhwx8o","UCJFOER35ggIWwsXh2ZDnqyg","The Economic Times","https://www.youtube.com/watch?v=44YFjWhwx8o","USA",11193014132467406848
"303","October 10, 2024 at 06:33PM","2024-10-10","2024-10-10T21:35:03Z","gender identity","467lhi0H56A","UCp1KrVaZDZ7BOI_QBuTWWmg","KING 5 Seattle","https://www.youtube.com/watch?v=467lhi0H56A","all regions",14792114867614312448
"304","February 01, 2024 at 10:20AM","2024-02-01","2024-02-01T15:18:45Z","transgender","47WFM6XnKnI","UCi7Zk9baY1tvdlgxIML8MXg","CTV News","https://www.youtube.com/watch?v=47WFM6XnKnI","all regions",1916116072231156224
"305","February 01, 2024 at 10:20AM","2024-02-01","2024-02-01T15:18:45Z","transgender","47WFM6XnKnI","UCi7Zk9baY1tvdlgxIML8MXg","CTV News","https://www.youtube.com/watch?v=47WFM6XnKnI","USA",11193014132467406848
"306","August 08, 2024 at 06:53PM","2024-08-08","2024-08-08T22:47:00Z","transgender","4aq5hrESTRw","UCAAmkc2sRESFoEtiKRTaTRA","News 5 Cleveland","https://www.youtube.com/watch?v=4aq5hrESTRw","all regions",1916116072231156224
"307","December 04, 2024 at 01:26PM","2024-12-04","2024-12-04T18:16:12Z","transgender","4d1ayQyCLoY","UCFmofUYwZd1Ibf_O3PF71jg","FOX 32 Chicago","https://www.youtube.com/watch?v=4d1ayQyCLoY","all regions",1916116072231156224
"308","December 04, 2024 at 07:20PM","2024-12-04","2024-12-04T18:16:12Z","transgender","4d1ayQyCLoY","UCFmofUYwZd1Ibf_O3PF71jg","FOX 32 Chicago","https://www.youtube.com/watch?v=4d1ayQyCLoY","USA",11193014132467406848
"309","April 26, 2024 at 06:27PM","2024-04-26","2024-04-26T22:11:39Z","gender identity","4H01l-wxq5U","UCpQiwFjomzBHJN-TpdLZxBg","WAAY 31 News","https://www.youtube.com/watch?v=4H01l-wxq5U","all regions",14792114867614312448
"310","February 20, 2024 at 04:25AM","2024-02-20","2024-02-20T02:46:32Z","gender identity","4HPumF5Q8wI","UC00SLi9yOR6iJXX-_cU2APg","Next 9NEWS","https://www.youtube.com/watch?v=4HPumF5Q8wI","all regions",14792114867614312448
"311","April 02, 2024 at 08:28AM","2024-04-02","2024-04-02T08:40:16Z","gender ideology","4jgYVMOeYEM","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=4jgYVMOeYEM",NA,8717893479030415360
"312","March 21, 2024 at 02:11AM","2024-03-21","2024-03-21T01:56:22Z","gender ideology","4JlHHEuxpQM","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=4JlHHEuxpQM",NA,8717893479030415360
"313","February 29, 2024 at 08:01PM","2024-02-29","2024-02-29T23:34:55Z","transgender","4Kh5ZNBR7XU","UC3UxJWrUACd2Hk4dMAQKOyw","WYFF News 4","https://www.youtube.com/watch?v=4Kh5ZNBR7XU","all regions",1916116072231156224
"314","June 02, 2024 at 04:25PM","2024-06-02","2024-06-02T14:00:02Z","transgender","4KP1CTOO5oo","UC_gUM8rL-Lrg6O3adPW9K1g","WION","https://www.youtube.com/watch?v=4KP1CTOO5oo","all regions",1916116072231156224
"315","September 21, 2024 at 11:26PM","2024-09-21","2024-09-22T03:08:54Z","transgender","4KV8KgBfF_A","UCOutOIcn_oho8pyVN3Ng-Pg","TV9 Bharatvarsh","https://www.youtube.com/watch?v=4KV8KgBfF_A","all regions",1916116072231156224
"316","May 15, 2024 at 11:30PM","2024-05-15","2024-05-16T03:24:53Z","transgender","4LgmTllujIo","UCNSfJB-VQeHpv5ThtV1VtBA","Island News","https://www.youtube.com/watch?v=4LgmTllujIo","USA",11193014132467406848
"317","May 15, 2024 at 11:30PM","2024-05-15","2024-05-16T03:24:53Z","transgender","4LgmTllujIo","UCNSfJB-VQeHpv5ThtV1VtBA","Island News","https://www.youtube.com/watch?v=4LgmTllujIo","all regions",1916116072231156224
"318","June 17, 2024 at 07:21PM","2024-06-17","2024-06-17T22:55:33Z","transgender","4lNib6qC4Pw","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=4lNib6qC4Pw","all regions",1916116072231156224
"319","June 17, 2024 at 07:21PM","2024-06-17","2024-06-17T22:55:33Z","transgender","4lNib6qC4Pw","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=4lNib6qC4Pw","USA",11193014132467406848
"320","July 05, 2024 at 12:20PM","2024-07-05","2024-07-05T16:10:13Z","gender ideology","4m4e_RZjv5E","UCeEPehSV8K34BL4PFzcTHkA","The Christian Institute","https://www.youtube.com/watch?v=4m4e_RZjv5E",NA,8717893479030415360
"321","June 07, 2024 at 10:10PM","2024-06-07","2024-06-08T01:07:55Z","transgender","4MQBfjQ0peI","UCNZyLULUQBp5e9Q1cKtvk6Q","CBS New York","https://www.youtube.com/watch?v=4MQBfjQ0peI","all regions",1916116072231156224
"322","April 15, 2024 at 10:48AM","2024-04-15","2024-04-15T14:29:43Z","transgender","4OOwuqRHj8Q","UCA8sK_Bba0Eb-k33bD0ldhw","Campus Reform","https://www.youtube.com/watch?v=4OOwuqRHj8Q","all regions",1916116072231156224
"323","July 01, 2024 at 05:53AM","2024-07-01","2024-07-01T09:48:06Z","transgender","4pvwZfrnb74","UCTvZcgH_rsvaGuZ8mU5jpnA","WHAS11","https://www.youtube.com/watch?v=4pvwZfrnb74","all regions",1916116072231156224
"324","June 05, 2024 at 03:24PM","2024-06-05","2024-06-05T13:19:16Z","gender ideology","4SLIhJnQKAc","UCeEPehSV8K34BL4PFzcTHkA","The Christian Institute","https://www.youtube.com/watch?v=4SLIhJnQKAc",NA,8717893479030415360
"325","July 06, 2024 at 10:39PM","2024-07-06","2024-07-07T02:25:37Z","transgender","4T8XqH5UhPA","UCBo7wYgsz5vLhtkFDb0I4aQ","JET24-7","https://www.youtube.com/watch?v=4T8XqH5UhPA","all regions",1916116072231156224
"326","April 11, 2024 at 04:46AM","2024-04-11","2024-04-11T08:31:16Z","transgender","4U6soMEL2qg","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=4U6soMEL2qg","all regions",1916116072231156224
"327","May 20, 2024 at 10:49AM","2024-05-20","2024-05-20T14:45:00Z","transgender","4wmj3H1MeEY","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=4wmj3H1MeEY","all regions",1916116072231156224
"328","May 05, 2024 at 07:29PM","2024-05-05","2024-05-05T21:45:00Z","gender ideology","4xUkZs_6_d0","UCXIJgqnII2ZOINSWNOGFThA","Fox News","https://www.youtube.com/watch?v=4xUkZs_6_d0",NA,8717893479030415360
"329","August 13, 2024 at 09:58AM","2024-08-13","2024-08-13T10:27:58Z","gender ideology","4z3ISwwGZsY","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=4z3ISwwGZsY",NA,8717893479030415360
"330","November 13, 2024 at 06:09AM","2024-11-13","2024-11-13T11:07:26Z","transgender","5_wqz0qnjts","UCE2606prvXQc_noEqKxVJXA","ABS-CBN News","https://www.youtube.com/watch?v=5_wqz0qnjts","USA",11193014132467406848
"331","November 13, 2024 at 06:09AM","2024-11-13","2024-11-13T11:07:26Z","transgender","5_wqz0qnjts","UCE2606prvXQc_noEqKxVJXA","ABS-CBN News","https://www.youtube.com/watch?v=5_wqz0qnjts","all regions",1916116072231156224
"332","November 13, 2024 at 01:17AM","2024-11-13","2024-11-13T06:09:44Z","transgender","5-BO1064qzs","UCExxWMXIf8UR5xb4eQTdh7A","KREM 2 News","https://www.youtube.com/watch?v=5-BO1064qzs","all regions",1916116072231156224
"333","November 13, 2024 at 07:11AM","2024-11-13","2024-11-13T06:09:44Z","transgender","5-BO1064qzs","UCExxWMXIf8UR5xb4eQTdh7A","KREM 2 News","https://www.youtube.com/watch?v=5-BO1064qzs","USA",11193014132467406848
"334","January 27, 2024 at 06:01PM","2024-01-27","2024-01-27T16:26:54Z","gender ideology","50T1es6t3Ks","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=50T1es6t3Ks",NA,8717893479030415360
"335","July 12, 2024 at 10:02AM","2024-07-12","2024-07-12T13:46:39Z","gender ideology","57gPAeMVStA","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=57gPAeMVStA",NA,8717893479030415360
"336","June 29, 2024 at 06:18PM","2024-06-29","2024-06-29T22:12:43Z","gender ideology","5b_Ilp3NzPs","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=5b_Ilp3NzPs",NA,8717893479030415360
"337","December 09, 2024 at 04:06AM","2024-12-09","2024-12-09T07:35:36Z","transgender","5B60T2VlnhU","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=5B60T2VlnhU","all regions",1916116072231156224
"338","December 09, 2024 at 04:06AM","2024-12-09","2024-12-09T07:35:36Z","transgender","5B60T2VlnhU","UCO0akufu9MOzyz3nvGIXAAw","Sky News Australia","https://www.youtube.com/watch?v=5B60T2VlnhU","USA",11193014132467406848
"339","November 18, 2024 at 12:47PM","2024-11-18","2024-11-18T17:37:35Z","transgender","5BL56OWjy5U","UCgBAPAcLsh_MAPvJprIz89w","Aaj TV Official","https://www.youtube.com/watch?v=5BL56OWjy5U","all regions",1916116072231156224
"340","November 18, 2024 at 12:47PM","2024-11-18","2024-11-18T17:37:35Z","transgender","5BL56OWjy5U","UCgBAPAcLsh_MAPvJprIz89w","Aaj TV Official","https://www.youtube.com/watch?v=5BL56OWjy5U","USA",11193014132467406848
"341","June 10, 2024 at 01:44PM","2024-06-10","2024-06-10T17:00:04Z","gender ideology","5cJBrlsbAuU","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=5cJBrlsbAuU",NA,8717893479030415360
"342","November 05, 2024 at 06:12PM","2024-11-05","2024-11-05T23:03:59Z","gender identity","5fghDdCPQ_w","UCarpqAWmTDGkYyJj5syhAxA","WGRZ-TV","https://www.youtube.com/watch?v=5fghDdCPQ_w","USA",4028362110021709824
"343","November 05, 2024 at 06:12PM","2024-11-05","2024-11-05T23:03:59Z","gender identity","5fghDdCPQ_w","UCarpqAWmTDGkYyJj5syhAxA","WGRZ-TV","https://www.youtube.com/watch?v=5fghDdCPQ_w","all regions",14792114867614312448
"344","January 15, 2024 at 08:05AM","2024-01-15","2024-01-15T00:17:32Z","gender ideology","5FMrPO4eRVs","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=5FMrPO4eRVs",NA,8717893479030415360
"345","February 09, 2024 at 11:09AM","2024-02-09","2024-02-09T15:53:19Z","gender ideology","5hwbfvxQjTQ","UC7fWeaHhqgM4Ry-RMpM2YYw","TRT World","https://www.youtube.com/watch?v=5hwbfvxQjTQ",NA,8717893479030415360
"346","January 25, 2024 at 07:05PM","2024-01-25","2024-01-25T22:55:42Z","transgender","5jy0qSPWlFc","UCAKK8dbcSmckr2sWJhv5ezA","WBNS 10TV","https://www.youtube.com/watch?v=5jy0qSPWlFc","all regions",1916116072231156224
"347","May 23, 2024 at 07:39PM","2024-05-23","2024-05-23T23:03:50Z","transgender","5kTTEUVxerA","UC0vn8ISa4LKMunLbzaXLnOQ","GBNews","https://www.youtube.com/watch?v=5kTTEUVxerA","USA",11193014132467406848
"348","January 27, 2024 at 12:46AM","2024-01-27","2024-01-27T04:45:38Z","gender identity","5KXgvwgUJCs","UC3iJFDLIMrruDC1qMlYIEHg","ABC 6 News - KAAL TV","https://www.youtube.com/watch?v=5KXgvwgUJCs","all regions",14792114867614312448
"349","October 24, 2024 at 02:49PM","2024-10-24","2024-10-24T12:45:00Z","transgender","5l6_VYS8Ueo","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=5l6_VYS8Ueo","USA",11193014132467406848
"350","October 24, 2024 at 12:24PM","2024-10-24","2024-10-24T12:45:00Z","transgender","5l6_VYS8Ueo","UCm0yTweyAa0PwEIp0l3N_gA","TalkTV","https://www.youtube.com/watch?v=5l6_VYS8Ueo","all regions",1916116072231156224
"351","December 04, 2024 at 09:13AM","2024-12-04","2024-12-04T14:09:30Z","transgender","5lN5Kyb1NCQ","UCUknL1K-YGAa5sIss9t0_ug","KOAA 5","https://www.youtube.com/watch?v=5lN5Kyb1NCQ","USA",11193014132467406848
"352","August 14, 2024 at 07:38AM","2024-08-14","2024-08-14T05:22:12Z","gender identity","5LSmA0dIKrc","UCMscWako8oDvpdF4pppku-g","CBS 8 San Diego","https://www.youtube.com/watch?v=5LSmA0dIKrc","all regions",14792114867614312448
"353","September 26, 2024 at 02:10PM","2024-09-26","2024-09-26T17:53:11Z","transgender","5N5J2DVgmMg","UCtFQDgA8J8_iiwc5-KoAQlg","ANI News","https://www.youtube.com/watch?v=5N5J2DVgmMg","USA",11193014132467406848
"354","September 26, 2024 at 02:10PM","2024-09-26","2024-09-26T17:53:11Z","transgender","5N5J2DVgmMg","UCtFQDgA8J8_iiwc5-KoAQlg","ANI News","https://www.youtube.com/watch?v=5N5J2DVgmMg","all regions",1916116072231156224
