"the_day","month","year","keyword","EntryTitle","pullURL","subname","post_ID","EntryURL"
"2025-08-18",8,2025,"transgender","Four More Virginia School Districts Defy Trump, Reject Trans Bathroom Ban Demand","erininthemorning.com","erininthemorning.com","four more virginia school districts","https://www.erininthemorning.com/p/four-more-virginia-school-districts"
"2025-08-20",8,2025,"transgender","Trump Admin Bans Coverage For Trans Govt Employees, Mandates Conversion Therapy Coverage","erininthemorning.com","erininthemorning.com","trump admin bans coverage for trans","https://www.erininthemorning.com/p/trump-admin-bans-coverage-for-trans"
"2025-08-22",8,2025,"gender identity","Anti-Trans AG Andrew Bailey Appointed To A Leadership Role At FBI - Erin In The Morning","erininthemorning.com","erininthemorning.com","anti trans ag andrew bailey appointed","https://www.erininthemorning.com/p/anti-trans-ag-andrew-bailey-appointed"
"2025-08-24",8,2025,"transgender","Sunday thought: Is there a silver lining to these darkening clouds? - Robert Reich - Substack","robertreich.substack.com","robertreich","sunday thought the silver lining","https://robertreich.substack.com/p/sunday-thought-the-silver-lining"
"2025-08-24",8,2025,"transgender","Bulwark on Sunday: The Persecution of Trans Americans","thebulwark.com","thebulwark.com","bulwark on sunday the persecution","https://www.thebulwark.com/p/bulwark-on-sunday-the-persecution"
"2025-08-25",8,2025,"transgender","Why Transgender People Are Not Feeling Gavin Newsom - Erin In The Morning","erininthemorning.com","erininthemorning.com","why transgender people are not feeling","https://www.erininthemorning.com/p/why-transgender-people-are-not-feeling"
"2025-07-31",7,2025,"gender identity","The Right's Revenge - by R. Shep Melnick - Persuasion","persuasion.community","persuasion.community","the rights revenge","https://www.persuasion.community/p/the-rights-revenge"
"2025-08-02",8,2025,"biological sex","Bonjour, Candace Owens, C'Est Un Lawsuit From The President And First Lady Of France!","wonkette.com","wonkette.com","bonjour candace owens cest un lawsuit","https://www.wonkette.com/p/bonjour-candace-owens-cest-un-lawsuit"
"2025-08-04",8,2025,"transgender","16 States (Plus Washington DC) Launch Joint Legal Fight for Trans Health Care","erininthemorning.com","erininthemorning.com","16 states plus washington dc launch","https://www.erininthemorning.com/p/16-states-plus-washington-dc-launch"
"2025-08-05",8,2025,"gender identity","Suing Trump Isn't Enough: Blue State AGs Must Enforce State Laws Protecting Trans People","erininthemorning.com","erininthemorning.com","suing trump isnt enough blue state","https://www.erininthemorning.com/p/suing-trump-isnt-enough-blue-state"
"2025-08-05",8,2025,"transgender","Suing Trump Isn't Enough: Blue State AGs Must Enforce State Laws Protecting Trans People","erininthemorning.com","erininthemorning.com","suing trump isnt enough blue state","https://www.erininthemorning.com/p/suing-trump-isnt-enough-blue-state"
"2025-08-06",8,2025,"transgender","ACLU of RI, GLAD Law, and RI Center for Justice respond to Brown University's ... - Steve Ahlquist","steveahlquist.substack.com","steveahlquist","aclu of ri glad law and ri center","https://steveahlquist.substack.com/p/aclu-of-ri-glad-law-and-ri-center"
"2025-08-08",8,2025,"biological sex","Scott Anderson On The Iranian Revolution - The Weekly Dish - Substack","andrewsullivan.substack.com","andrewsullivan","scott anderson on the iranian revolution","https://andrewsullivan.substack.com/p/scott-anderson-on-the-iranian-revolution"
"2025-08-08",8,2025,"gender identity","Scott Anderson On The Iranian Revolution - The Weekly Dish - Substack","andrewsullivan.substack.com","andrewsullivan","scott anderson on the iranian revolution","https://andrewsullivan.substack.com/p/scott-anderson-on-the-iranian-revolution"
"2025-08-08",8,2025,"gender identity","Texas GOP Uses Emergency Flood Relief to Push Trans Bathroom Ban","erininthemorning.com","erininthemorning.com","texas gop uses emergency flood relief","https://www.erininthemorning.com/p/texas-gop-uses-emergency-flood-relief"
"2025-08-08",8,2025,"biological sex","Texas GOP Uses Emergency Flood Relief to Push Trans Bathroom Ban","erininthemorning.com","erininthemorning.com","texas gop uses emergency flood relief","https://www.erininthemorning.com/p/texas-gop-uses-emergency-flood-relief"
"2025-08-09",8,2025,"transgender","Texas GOP Uses Emergency Flood Relief to Push Trans Bathroom Ban","erininthemorning.com","erininthemorning.com","texas gop uses emergency flood relief","https://www.erininthemorning.com/p/texas-gop-uses-emergency-flood-relief"
"2025-08-10",8,2025,"gender identity","New in SpyWeek: The Perils of Espionage in Iran and Here, Plus More FBI Purges - SpyTalk","spytalk.co","spytalk.co","new in spyweek the perils of espionage","https://www.spytalk.co/p/new-in-spyweek-the-perils-of-espionage"
"2025-08-11",8,2025,"transgender","UCLA Rejects Trump Demands To Capitulate To Anti-Trans Policies—For Now","erininthemorning.com","erininthemorning.com","ucla rejects trump demands to capitulate","https://www.erininthemorning.com/p/ucla-rejects-trump-demands-to-capitulate"
"2025-08-11",8,2025,"gender identity","UCLA Rejects Trump Demands To Capitulate To Anti-Trans Policies—For Now","erininthemorning.com","erininthemorning.com","ucla rejects trump demands to capitulate","https://www.erininthemorning.com/p/ucla-rejects-trump-demands-to-capitulate"
"2025-08-11",8,2025,"gender identity","Abigail Shrier: Stop Asking Kids If They're Depressed - The Free Press","thefp.com","thefp.com","abigail shrier stop asking kids if","https://www.thefp.com/p/abigail-shrier-stop-asking-kids-if"
"2025-07-18",7,2025,"gender identity","A Stark Reminder That Sex Differences Matter in Elite Sport","persuasion.community","persuasion.community","a stark reminder that sex differences","https://www.persuasion.community/p/a-stark-reminder-that-sex-differences"
"2025-07-18",7,2025,"biological sex","A Stark Reminder That Sex Differences Matter in Elite Sport","persuasion.community","persuasion.community","a stark reminder that sex differences","https://www.persuasion.community/p/a-stark-reminder-that-sex-differences"
"2025-07-18",7,2025,"biological sex","A Stark Reminder That Sex Differences Matter in Elite Sport - Comments","persuasion.community","persuasion.community","a stark reminder that sex differences","https://www.persuasion.community/p/a-stark-reminder-that-sex-differences/comments"
"2025-07-19",7,2025,"gender identity","TLP Weekend Edition (July 19-20, 2025) - The Liberal Patriot","liberalpatriot.com","liberalpatriot.com","tlp weekend edition july 19 20 2025","https://www.liberalpatriot.com/p/tlp-weekend-edition-july-19-20-2025"
"2025-07-20",7,2025,"gender identity","Should the Heterodox Academy Prioritize Fighting Trump's Authoritarian Assaults ... - The UnPopulist","theunpopulist.net","theunpopulist.net","should the heterodox academy prioritize","https://www.theunpopulist.net/p/should-the-heterodox-academy-prioritize/comments"
"2025-07-20",7,2025,"biological sex","Should the Heterodox Academy Prioritize Fighting Trump's Authoritarian Assaults ... - The UnPopulist","theunpopulist.net","theunpopulist.net","should the heterodox academy prioritize","https://www.theunpopulist.net/p/should-the-heterodox-academy-prioritize/comments"
"2025-07-23",7,2025,"gender identity","It's Time To Take On the Male Malaise - Comments","persuasion.community","persuasion.community","its time to take on the male malaise","https://www.persuasion.community/p/its-time-to-take-on-the-male-malaise/comments"
"2025-07-23",7,2025,"gender identity","Minnehaha County support for United Way questioned amid 'DEI' divisions","thedakotascout.com","thedakotascout.com","minnehaha county support for united","https://www.thedakotascout.com/p/minnehaha-county-support-for-united"
"2025-07-27",7,2025,"transgender","RI Judge blocks Trump-Vance Administration's restrictions on funding for fritical services for ...","steveahlquist.substack.com","steveahlquist","ri judge blocks trump vance administrations","https://steveahlquist.substack.com/p/ri-judge-blocks-trump-vance-administrations"
"2025-07-27",7,2025,"gender identity","RI Judge blocks Trump-Vance Administration's restrictions on funding for fritical services for ...","steveahlquist.substack.com","steveahlquist","ri judge blocks trump vance administrations","https://steveahlquist.substack.com/p/ri-judge-blocks-trump-vance-administrations"
"2025-07-28",7,2025,"transgender","Managerial fatalism is the defining feature of Britain's political class - reaction","reaction.life","reaction.life","managerial fatalism is the defining","https://www.reaction.life/p/managerial-fatalism-is-the-defining"
"2025-07-28",7,2025,"biological sex","Can Democrats Make Progress in Red States? - The Liberal Patriot","liberalpatriot.com","liberalpatriot.com","can democrats make progress in red","https://www.liberalpatriot.com/p/can-democrats-make-progress-in-red"
"2025-07-29",7,2025,"transgender","Macrons' Suit Against Candace Owens Over Transgender Claim Sparks a New Falsehood","newsguardrealitycheck.com","newsguardrealitycheck.com","macrons suit against candace owens","https://www.newsguardrealitycheck.com/p/macrons-suit-against-candace-owens"
"2025-07-06",7,2025,"gender identity","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
"2025-07-06",7,2025,"transgender","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
"2025-07-06",7,2025,"biological sex","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
"2025-07-06",7,2025,"transgender","What I Heard On a Suicide Hotline for Trans Kids - The Catholic Observer","thecatholicobserver.substack.com","thecatholicobserver","what i heard on a suicide hotline","https://thecatholicobserver.substack.com/p/what-i-heard-on-a-suicide-hotline"
"2025-07-08",7,2025,"transgender","California Rejects Trump's Demands To Enact Full Trans Sports And Bathroom Bans","erininthemorning.com","erininthemorning.com","california rejects trumps demands","https://www.erininthemorning.com/p/california-rejects-trumps-demands"
"2025-07-09",7,2025,"gender identity","California Rejects Trump's Demands To Enact Full Trans Sports And Bathroom Bans","erininthemorning.com","erininthemorning.com","california rejects trumps demands","https://www.erininthemorning.com/p/california-rejects-trumps-demands"
"2025-07-10",7,2025,"transgender","After Trans People, Trump Now Erasing Bisexual People From Stonewall National Monument","erininthemorning.com","erininthemorning.com","after trans people trump now erasing","https://www.erininthemorning.com/p/after-trans-people-trump-now-erasing"
"2025-07-11",7,2025,"gender identity","Trump's DOJ Subpoenas Trans Care Records From 20 Hospitals - Erin In The Morning","erininthemorning.com","erininthemorning.com","trumps doj subpoenas trans care records","https://www.erininthemorning.com/p/trumps-doj-subpoenas-trans-care-records"
"2025-07-12",7,2025,"transgender","Trump's DOJ Subpoenas Trans Care Records From 20 Hospitals - Erin In The Morning","erininthemorning.com","erininthemorning.com","trumps doj subpoenas trans care records","https://www.erininthemorning.com/p/trumps-doj-subpoenas-trans-care-records"
"2025-07-12",7,2025,"gender identity","TLP Weekend Edition (July 12-13, 2025) - The Liberal Patriot","liberalpatriot.com","liberalpatriot.com","tlp weekend edition july 12 13 2025","https://www.liberalpatriot.com/p/tlp-weekend-edition-july-12-13-2025"
"2025-07-12",7,2025,"biological sex","TLP Weekend Edition (July 12-13, 2025) - The Liberal Patriot","liberalpatriot.com","liberalpatriot.com","tlp weekend edition july 12 13 2025","https://www.liberalpatriot.com/p/tlp-weekend-edition-july-12-13-2025"
"2025-07-12",7,2025,"transgender","Trans, nonbinary passport protections remain in effect, judge rules - Law Dork","lawdork.com","lawdork.com","trans nonbinary passport ruling stands","https://www.lawdork.com/p/trans-nonbinary-passport-ruling-stands"
"2025-07-12",7,2025,"transgender","TLP Weekend Edition (July 12-13, 2025) - The Liberal Patriot","liberalpatriot.com","liberalpatriot.com","tlp weekend edition july 12 13 2025","https://www.liberalpatriot.com/p/tlp-weekend-edition-july-12-13-2025"
"2025-07-16",7,2025,"gender identity","Newsom's Bizarre Interview with MAGA Podcaster Platforms Anti-Trans Conspiracies","erininthemorning.com","erininthemorning.com","newsoms bizarre interview with maga","https://www.erininthemorning.com/p/newsoms-bizarre-interview-with-maga"
"2025-07-17",7,2025,"biological sex","Comments - A Crisis of MAGA Faith - The Bulwark","thebulwark.com","thebulwark.com","a crisis of maga faith trump epsitein files q anon conspiracy theories","https://www.thebulwark.com/p/a-crisis-of-maga-faith-trump-epsitein-files-q-anon-conspiracy-theories/comments"
"2025-06-28",6,2025,"transgender","200,000 March In Budapest Pride, Refusing To Capitulate To Anti-LGBTQ+ Law","erininthemorning.com","erininthemorning.com","200000 march in budapest pride refusing","https://www.erininthemorning.com/p/200000-march-in-budapest-pride-refusing"
"2025-06-29",6,2025,"biological sex","Did the Supreme Court Just Clear the Way for the Trump Agenda? - The Free Press","thefp.com","thefp.com","did the supreme court just clear","https://www.thefp.com/p/did-the-supreme-court-just-clear"
"2025-06-30",6,2025,"transgender","The Transgender “Issue” Is Not a Distraction for Democrats - The Bulwark","thebulwark.com","thebulwark.com","transgender issue is not a distraction for democrats facts golden rule","https://www.thebulwark.com/p/transgender-issue-is-not-a-distraction-for-democrats-facts-golden-rule"
"2025-06-30",6,2025,"transgender","“We Don't Answer To Courts”: Trump Admin Refuses Compliance With Trans Passport Court Order","erininthemorning.com","erininthemorning.com","we dont answer to courts trump admin","https://www.erininthemorning.com/p/we-dont-answer-to-courts-trump-admin"
"2025-06-30",6,2025,"gender identity","The Transgender “Issue” Is Not a Distraction for Democrats - The Bulwark","thebulwark.com","thebulwark.com","transgender issue is not a distraction for democrats facts golden rule","https://www.thebulwark.com/p/transgender-issue-is-not-a-distraction-for-democrats-facts-golden-rule"
"2025-06-30",6,2025,"biological sex","The Transgender “Issue” Is Not a Distraction for Democrats - The Bulwark","thebulwark.com","thebulwark.com","transgender issue is not a distraction for democrats facts golden rule","https://www.thebulwark.com/p/transgender-issue-is-not-a-distraction-for-democrats-facts-golden-rule"
"2025-07-01",7,2025,"transgender","Transgender Rights Cases Reopened After Supreme Court Ruling—Even Ones It Didn't Touch","erininthemorning.com","erininthemorning.com","transgender rights cases reopened","https://www.erininthemorning.com/p/transgender-rights-cases-reopened"
"2025-07-02",7,2025,"transgender","Trump Admin Begins Processing Some Trans Passport Updates, Though It Will Maintain ...","erininthemorning.com","erininthemorning.com","trump admin begins processing some","https://www.erininthemorning.com/p/trump-admin-begins-processing-some"
"2025-07-03",7,2025,"transgender","11th Circuit Rules Trans Teacher Must Misgender Herself In Classroom In Accordance With FL Law","erininthemorning.com","erininthemorning.com","11th circuit rules trans teacher","https://www.erininthemorning.com/p/11th-circuit-rules-trans-teacher"
"2025-07-04",7,2025,"gender identity","Walter Isaacson On Ben Franklin - by Andrew Sullivan - The Weekly Dish","andrewsullivan.substack.com","andrewsullivan","walter isaacson on ben franklin","https://andrewsullivan.substack.com/p/walter-isaacson-on-ben-franklin"
"2025-06-16",6,2025,"gender identity","Led by the RI Coalition Against Domestic Violence, 17 state domestic violence and sexual ...","steveahlquist.substack.com","steveahlquist","led by the ri coalition against domestic","https://steveahlquist.substack.com/p/led-by-the-ri-coalition-against-domestic?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-06-17",6,2025,"gender identity","Rhode Island Interscholastic League: Policy change is not a change and not a policy","steveahlquist.substack.com","steveahlquist","rhode island interscholastic league","https://steveahlquist.substack.com/p/rhode-island-interscholastic-league?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-06-18",6,2025,"biological sex","The End of Youth Gender Transition? - by Emily Yoffe - The Free Press","thefp.com","thefp.com","the end of youth gender transition","https://www.thefp.com/p/the-end-of-youth-gender-transition"
"2025-06-19",6,2025,"transgender","SCOTUS Denies Gender Affirming Care to Transgender People, Live with E. Jean Carroll, and More","joycevance.substack.com","joycevance","scotus denies gender affirming care","https://joycevance.substack.com/p/scotus-denies-gender-affirming-care"
"2025-06-22",6,2025,"gender identity","Judicial Notice (06.22.25): Please Don't Call The Judge 'Honey'","davidlat.substack.com","davidlat","lawyer called judge honey aba v trump latham watkins hired zach podolsky from wachtell lipton","https://davidlat.substack.com/p/lawyer-called-judge-honey-aba-v-trump-latham-watkins-hired-zach-podolsky-from-wachtell-lipton"
"2025-06-04",6,2025,"gender identity","Rhode Island needs to update and modernize its health insurance anti-discrimination protections","steveahlquist.substack.com","steveahlquist","rhode island needs to update and","https://steveahlquist.substack.com/p/rhode-island-needs-to-update-and"
"2025-06-07",6,2025,"transgender","Five Questions with ACLU Lawyer Chase Strangio - Civil Discourse with Joyce Vance","joycevance.substack.com","joycevance","five questions with aclu lawyer chase","https://joycevance.substack.com/p/five-questions-with-aclu-lawyer-chase"
"2025-05-30",5,2025,"gender identity","Cardinal Eijk: JPII Institute and Pontifical Academy for Life must be 'clear and unambiguous'","pillarcatholic.com","pillarcatholic.com","cardinal eijk jpii institute and","https://www.pillarcatholic.com/p/cardinal-eijk-jpii-institute-and"
"2025-05-30",5,2025,"biological sex","Cardinal Eijk: JPII Institute and Pontifical Academy for Life must be 'clear and unambiguous'","pillarcatholic.com","pillarcatholic.com","cardinal eijk jpii institute and","https://www.pillarcatholic.com/p/cardinal-eijk-jpii-institute-and"
"2025-05-13",5,2025,"biological sex","The striking parallels between the assisted dying and trans rights movements - Reaction","reaction.life","reaction.life","the striking parallels between the","https://www.reaction.life/p/the-striking-parallels-between-the"
"2025-05-14",5,2025,"gender identity","East Providence residents once again repel anti-trans Christian nationalist","steveahlquist.substack.com","steveahlquist","east providence residents once again","https://steveahlquist.substack.com/p/east-providence-residents-once-again"
"2025-05-20",5,2025,"gender identity","Verizon said it was ""fiercely committed to diversity and inclusion."" Verizon lied.","popular.info","popular.info","verizon said it was fiercely committed","https://popular.info/p/verizon-said-it-was-fiercely-committed"
"2025-05-22",5,2025,"biological sex","Plotzing From Outrage Fatigue! Tabs, Thurs., May 22, 2025 - Wonkette","wonkette.com","wonkette.com","plotzing from outrage fatigue tabs","https://www.wonkette.com/p/plotzing-from-outrage-fatigue-tabs"
"2025-05-02",5,2025,"biological sex","Evidence for Pediatric Gender Transitions 'Very Low,' Says U.S. Government Report - The Free Press","thefp.com","thefp.com","evidence for pediatric gender transitions","https://www.thefp.com/p/evidence-for-pediatric-gender-transitions"
"2025-04-23",4,2025,"biological sex","Yesterday in parliament - by Joshua Rozenberg - A Lawyer Writes","rozenberg.substack.com","rozenberg","yesterday in parliament","https://rozenberg.substack.com/p/yesterday-in-parliament"
"2025-04-24",4,2025,"biological sex","It's Time to Give the UK to Ireland - by Katherine Krueger - Discourse Blog","discourseblog.com","discourseblog.com","its time to give the uk to ireland","https://www.discourseblog.com/p/its-time-to-give-the-uk-to-ireland"
"2025-04-30",4,2025,"biological sex","Bill Maher, Mike Pompeo, Nellie Bowles, and More on 100 Days of Trump - The Free Press","thefp.com","thefp.com","bill maher mike pompeo nellie bowles","https://www.thefp.com/p/bill-maher-mike-pompeo-nellie-bowles"
"2025-01-29",1,2025,"biological sex","Trump Signs Order to End Federal Support for Gender-Transition Care for Youths - Substack","substack.com","substack.com","155977097","https://substack.com/home/post/p-155977097?utm_campaign=post&utm_medium=web"
"2025-01-30",1,2025,"biological sex","Abigail Shrier: How the Gender Fever Finally Broke - The Free Press","thefp.com","thefp.com","abigail shrier how the gender fever broke trump executive order","https://www.thefp.com/p/abigail-shrier-how-the-gender-fever-broke-trump-executive-order"
"2025-01-31",1,2025,"biological sex","FFS Friday: Michelle Koskella - by Kara Dansky - Substack","substack.com","substack.com","156115239","https://substack.com/home/post/p-156115239?utm_campaign=post&utm_medium=web"
"2025-02-11",2,2025,"biological sex","Language Policy Chat With Grok - LGBT Courage Coalition - Substack","substack.com","substack.com","156504526","https://substack.com/home/post/p-156504526?utm_campaign=post&utm_medium=web"
"2025-02-11",2,2025,"gender identity","Gender Clinicians Should Take the Family's Input Into Account, with Marieke den Ouden","substack.com","substack.com","156823995","https://substack.com/home/post/p-156823995?utm_campaign=post&utm_medium=web"
"2025-02-23",2,2025,"transgender","A Guide to Anti-Transgender Legislation - by Jace Wilson - Substack","substack.com","substack.com","157659255","https://substack.com/home/post/p-157659255?utm_campaign=post&utm_medium=web"
"2025-02-23",2,2025,"transgender","Home | Substack","substack.com","substack.com","157720204","https://substack.com/home/post/p-157720204"
"2025-02-24",2,2025,"gender identity","Objectively, a man is still a man - by David Ramsden-Wood - Substack","substack.com","substack.com","157744810","https://substack.com/home/post/p-157744810?utm_campaign=post&utm_medium=web"
"2025-02-24",2,2025,"gender identity","Gender Identity: Choose An Option - by Amos Wollen - Substack","substack.com","substack.com","157658815","https://substack.com/home/post/p-157658815?utm_campaign=post&utm_medium=web"
"2025-04-18",4,2025,"biological sex","Starmer must accept new reality of gender ruling - Reaction","reaction.life","reaction.life","starmer must accept new reality of","https://www.reaction.life/p/starmer-must-accept-new-reality-of"
"2025-04-19",4,2025,"transgender","The transgender revolution and the extraordinary power of very bad ideas - reaction","reaction.life","reaction.life","the transgender revolution and the","https://www.reaction.life/p/the-transgender-revolution-and-the"
"2025-04-19",4,2025,"biological sex","The transgender revolution and the extraordinary power of very bad ideas - reaction","reaction.life","reaction.life","the transgender revolution and the","https://www.reaction.life/p/the-transgender-revolution-and-the"
"2025-01-17",1,2025,"biological sex","Understanding Executive Orders - LGBT Courage Coalition - Substack","substack.com","substack.com","154980726","https://substack.com/home/post/p-154980726?utm_campaign=post&utm_medium=web"
"2025-01-17",1,2025,"biological sex","Please bear with me. I'm having some trouble here. - Substack","substack.com","substack.com","155034059","https://substack.com/home/post/p-155034059?utm_campaign=post&utm_medium=web"
"2025-01-19",1,2025,"gender identity","ROGD Boys Exist! with Lydia - Stella O'Malley - Substack","substack.com","substack.com","154775606","https://substack.com/home/post/p-154775606?utm_campaign=post&utm_medium=web"
"2025-01-20",1,2025,"biological sex","Day One of the Resistance! - by Robert B. Hubbell - Substack","substack.com","substack.com","155213747","https://substack.com/home/post/p-155213747?utm_campaign=post&utm_medium=web"
"2025-01-20",1,2025,"biological sex","Don't Be Shocked. Don't Be Awed. - The Bulwark","thebulwark.com","thebulwark.com","dont be shocked dont be awed","https://www.thebulwark.com/p/dont-be-shocked-dont-be-awed"
"2025-01-20",1,2025,"biological sex","Trump To Pause Offshore Wind Among Dozens of Energy-Related Day 1 Actions - Substack","substack.com","substack.com","155244881","https://substack.com/home/post/p-155244881?utm_campaign=post&utm_medium=web"
"2025-01-22",1,2025,"biological sex","The Good News Supplement: Monday 13th January - Substack","substack.com","substack.com","154822329","https://substack.com/home/post/p-154822329?utm_campaign=post&utm_medium=web"
"2025-01-24",1,2025,"biological sex","Feminism and Gender Ideology During Trump 2.0 - Substack","substack.com","substack.com","155568108","https://substack.com/home/post/p-155568108?utm_campaign=post&utm_medium=web"
"2025-01-24",1,2025,"biological sex","Surviving the First Week Under Trump Rule - Substack","substack.com","substack.com","155617519","https://substack.com/home/post/p-155617519?utm_campaign=post&utm_medium=web"
"2025-01-25",1,2025,"biological sex","State Legislator Pushes Bills to Defend Kids from Harmful Gender Procedures - Substack","substack.com","substack.com","155600343","https://substack.com/home/post/p-155600343?utm_campaign=post&utm_medium=web"
"2025-01-25",1,2025,"biological sex","Comments - Eithan Haim: 'We Took On the Federal Leviathan and We Won' - The Free Press","thefp.com","thefp.com","eithan haim we took on the federal","https://www.thefp.com/p/eithan-haim-we-took-on-the-federal/comments"
"2025-01-25",1,2025,"transgender","They/Them - by Ted Bauer - What Is Even Happening? - Substack","substack.com","substack.com","155616078","https://substack.com/home/post/p-155616078?utm_campaign=post&utm_medium=web"
"2025-01-25",1,2025,"transgender","We're Off ... to See the Lizard - by Gene Weingarten - Substack","substack.com","substack.com","155634467","https://substack.com/home/post/p-155634467?utm_campaign=post&utm_medium=web"
"2025-01-25",1,2025,"biological sex","À la carte (January 26, 2025) - by Caroline Calvert - Substack","substack.com","substack.com","155024900","https://substack.com/home/post/p-155024900?utm_campaign=post&utm_medium=web"
"2025-01-26",1,2025,"gender identity","The Hidden Cost of Gender Transition - Substack","substack.com","substack.com","155590876","https://substack.com/home/post/p-155590876?utm_campaign=post&utm_medium=web"
"2025-01-25",1,2025,"biological sex","The Argentinian President leaves the World Economic Forum stunned. Incredible speech. - Substack","substack.com","substack.com","155660350","https://substack.com/home/post/p-155660350?utm_campaign=post&utm_medium=web"
"2025-01-26",1,2025,"biological sex","National Populist Newsletter - by Ryan James Girdusky - Substack","substack.com","substack.com","155642915","https://substack.com/home/post/p-155642915?utm_campaign=post&utm_medium=web"
"2025-01-27",1,2025,"biological sex","From bathroom bills to sports bans, Wyoming's anti-trans push continues - Substack","substack.com","substack.com","155841858","https://substack.com/home/post/p-155841858?utm_campaign=post&utm_medium=web"
"2025-01-28",1,2025,"biological sex","The Curious Case of Non-Binary People in EU Data - Substack","substack.com","substack.com","155556665","https://substack.com/home/post/p-155556665?utm_campaign=post&utm_medium=web"
"2025-01-03",1,2025,"biological sex","The House GOP's First Test - by Jay Kuo - Substack","substack.com","substack.com","154078043","https://substack.com/home/post/p-154078043?utm_campaign=post&utm_medium=web"
"2025-01-03",1,2025,"transgender","Election Grief: ""Our grief was their tool of oppression"" - Substack","substack.com","substack.com","151942800","https://substack.com/home/post/p-151942800?utm_campaign=post&utm_medium=web"
"2025-01-03",1,2025,"biological sex","The Betrayal of Safeguarding - by Genspect - Substack","substack.com","substack.com","153725172","https://substack.com/home/post/p-153725172?utm_campaign=post&utm_medium=web"
"2025-01-03",1,2025,"gender identity","Adult Conversations - by Ben Cohen - The Banter - Substack","substack.com","substack.com","153989967","https://substack.com/home/post/p-153989967?utm_campaign=post&utm_medium=web"
"2025-01-04",1,2025,"gender identity","Gone Girl' Director David Fincher Provides Update On What Direction Warner Bros. Plans ...","substack.com","substack.com","154140858","https://substack.com/home/post/p-154140858?utm_campaign=post&utm_medium=web"
"2025-01-05",1,2025,"gender identity","Prominent Democrats Still Haven't Gotten the Memo - Substack","substack.com","substack.com","154204826","https://substack.com/home/post/p-154204826?utm_campaign=post&utm_medium=web"
"2025-01-05",1,2025,"biological sex","Trans and Butch aren't compatible. Detrans isn't much better. - Substack","substack.com","substack.com","154235650","https://substack.com/home/post/p-154235650?utm_campaign=post&utm_medium=web"
"2025-01-05",1,2025,"gender identity","Trans and Butch aren't compatible. Detrans isn't much better. - Substack","substack.com","substack.com","154235650","https://substack.com/home/post/p-154235650?utm_campaign=post&utm_medium=web"
"2025-01-07",1,2025,"gender identity","Swindled! - by Genspect - Inspecting Gender - Substack","substack.com","substack.com","152966050","https://substack.com/home/post/p-152966050?utm_campaign=post&utm_medium=web"
"2025-01-07",1,2025,"biological sex","Swindled! - by Genspect - Inspecting Gender - Substack","substack.com","substack.com","152966050","https://substack.com/home/post/p-152966050?utm_campaign=post&utm_medium=web"
"2025-01-07",1,2025,"gender identity","Zuckerberg panders to Trump by scrapping Meta fact-checkers - Reaction","reaction.life","reaction.life","zuckerberg panders to trump by scrapping","https://www.reaction.life/p/zuckerberg-panders-to-trump-by-scrapping"
"2025-01-11",1,2025,"gender identity","Christian Nationalists have plans for Rhode Island - Steve Ahlquist","steveahlquist.substack.com","steveahlquist","christian nationalists have plans","https://steveahlquist.substack.com/p/christian-nationalists-have-plans?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-01-11",1,2025,"transgender","Christian Nationalists have plans for Rhode Island - Steve Ahlquist","steveahlquist.substack.com","steveahlquist","christian nationalists have plans","https://steveahlquist.substack.com/p/christian-nationalists-have-plans?utm_source=substack&utm_medium=email&utm_content=share&action=share"
"2025-01-11",1,2025,"gender identity","What Happened With Title IX This Week? - by Kara Dansky - Substack","substack.com","substack.com","154634458","https://substack.com/home/post/p-154634458?utm_campaign=post&utm_medium=web"
"2025-01-13",1,2025,"transgender","Wyoming lawmakers aim to erode transgender rights - Substack","substack.com","substack.com","154693571","https://substack.com/home/post/p-154693571?utm_campaign=post&utm_medium=web"
"2025-01-13",1,2025,"biological sex","Wyoming lawmakers aim to erode transgender rights - Substack","substack.com","substack.com","154693571","https://substack.com/home/post/p-154693571?utm_campaign=post&utm_medium=web"
"2025-01-13",1,2025,"transgender","Biden's Transgender Prison Policy Goes to Trial - The Free Press","thefp.com","thefp.com","biden transgender federal prison policy rhonda fleming","https://www.thefp.com/p/biden-transgender-federal-prison-policy-rhonda-fleming"
"2025-01-13",1,2025,"biological sex","Biden's Transgender Prison Policy Goes to Trial - The Free Press","thefp.com","thefp.com","biden transgender federal prison policy rhonda fleming","https://www.thefp.com/p/biden-transgender-federal-prison-policy-rhonda-fleming"
