"","EntryPublished","EntryTitle","region","keyword","dayweek","month","year","RSS","the_day","EntryURL","count"
"111","September 04, 2025 at 03:32PM","The Mass Shooters Are Performing for One Another - The Atlantic","USA","gender identity","Thursday",9,2025,"4028362110021709687",2025-09-04,"https://www.theatlantic.com/technology/archive/2025/09/minneapolis-church-shooting-influencers/684083/",1
"112","October 06, 2025 at 10:51AM","Religious Accommodations Are Good for Liberalism - The Atlantic","USA","gender identity","Monday",10,2025,"4028362110021709687",2025-10-06,"https://www.theatlantic.com/ideas/archive/2025/10/mahmoud-taylor-liberal-pluralism/684464/",1
"113","November 07, 2025 at 09:35AM","A Conservative Rejoinder to the Manosphere - The Atlantic","USA","biological sex","Friday",11,2025,"16843718063138847601",2025-11-07,"https://www.theatlantic.com/books/2025/11/conservative-case-for-feminization/684852/",1
"114","March 06, 2025 at 08:40AM","When a Celebrity Offers a 'Harsh Reality Check' - The Atlantic","all regions","biological sex","Thursday",3,2025,"17630397442231169432",2025-03-06,"https://www.theatlantic.com/culture/archive/2025/03/hunter-schafer-celebrity-activism-trump-policies/681935/",1
"115","May 08, 2025 at 01:27PM","The Papacy Is No Ordinary Succession - The Atlantic","USA","biological sex","Thursday",5,2025,"16843718063138847601",2025-05-08,"https://www.theatlantic.com/newsletters/archive/2025/05/pope-conclave-francis-vatican/682740/",1
"116","December 04, 2024 at 09:38AM","The Case Against Despair in Trump's Second Term - The Atlantic","USA","biological sex","Wednesday",12,2024,"16843718063138847601",2024-12-04,"https://www.theatlantic.com/ideas/archive/2024/12/aclu-trump-supreme-court-david-cole/680865/",1
"117","February 11, 2024 at 06:26PM","Does everything need a live-action remake? - The Atlantic","USA","gender identity","Sunday",2,2024,"4028362110021709687",2024-02-11,"https://www.theatlantic.com/newsletters/archive/2024/02/does-everything-need-a-live-action-remake/677419/",1
"118","September 25, 2024 at 03:42PM","The Atlantic's 2024 Report on Diversity and Inclusion","USA","gender identity","Wednesday",9,2024,"4028362110021709687",2024-09-25,"https://www.theatlantic.com/press-releases/archive/2024/09/the-atlantics-2024-report-on-diversity-inclusion/680025/?utm_source=feed",1
"119","August 12, 2024 at 07:35AM","How the Gay-Rights Movement Lost Its Way - The Atlantic","USA","transgender","Monday",8,2024,"11193014132467407489",2024-08-12,"https://www.theatlantic.com/ideas/archive/2024/08/glaad-hrc-gay-rights-movement-obsolescence/679402/",1
"120","November 11, 2024 at 12:52PM","The Democrats' Senate Nightmare Is Only Beginning - The Atlantic","all regions","gender identity","Monday",11,2024,"14792114867614311782",2024-11-11,"https://www.theatlantic.com/politics/archive/2024/11/democrats-senate-nightmare/680620/",1
"121","April 02, 2023 at 05:03PM","The Hogwarts Legacy Boycott That Wasn't - The Atlantic","all regions","biological sex","Sunday",4,2023,"17630397442231169432",2023-04-02,"https://www.theatlantic.com/ideas/archive/2023/04/hogwarts-legacy-game-jk-rowling-transphobia-accusation/673583/",1
"122","February 14, 2025 at 02:15PM","The Erasing of American Science - The Atlantic",NA,"gender ideology","Friday",2,2025,"8717893479030415655",2025-02-14,"https://www.theatlantic.com/health/archive/2025/02/trump-science-data-gender-dei/681698/",1
"123","March 18, 2025 at 10:37AM","The Life of the Mind Can Only Get You So Far - The Atlantic",NA,"gender ideology","Tuesday",3,2025,"8717893479030415655",2025-03-18,"https://www.theatlantic.com/books/archive/2025/03/theory-practice-michelle-de-kretser-novel-review/682072/",1
"124","April 11, 2025 at 11:29AM","Can I Still Teach My Yale Course on Racism? - The Atlantic",NA,"gender ideology","Friday",4,2025,"8717893479030415655",2025-04-11,"https://www.theatlantic.com/ideas/archive/2025/04/trump-administration-academic-freedom/682186/",1
"125","June 25, 2025 at 09:18AM","A Military Ethics Professor Resigns in Protest - The Atlantic",NA,"gender ideology","Wednesday",6,2025,"8717893479030415655",2025-06-25,"https://www.theatlantic.com/ideas/archive/2025/06/academic-freedom-naval-war-college/683309/",1
"126","September 02, 2025 at 06:56PM","Graham Linehan's Arrest Demonstrates Europe's Free-Speech Problem - The Atlantic",NA,"gender ideology","Tuesday",9,2025,"8717893479030415655",2025-09-02,"https://www.theatlantic.com/ideas/archive/2025/09/graham-linehan-arrest-europe-free-speech/684081/",1
"127","September 11, 2025 at 03:35PM","Political Violence Could Devour Us All - The Atlantic",NA,"transgenderism","Thursday",9,2025,"15658552694435684511",2025-09-11,"https://www.theatlantic.com/ideas/archive/2025/09/charlie-kirk-murder/684176/",1
"128","September 24, 2025 at 09:48AM","The Gaza Left and the Gender Left - The Atlantic",NA,"gender ideology","Wednesday",9,2025,"8717893479030415655",2025-09-24,"https://www.theatlantic.com/ideas/archive/2025/09/uk-your-party-corbyn-sultana/684343/",1
"129","September 25, 2025 at 08:34AM","Testing Teachers for 'Wokeness' - The Atlantic",NA,"gender ideology","Thursday",9,2025,"8717893479030415655",2025-09-25,"https://www.theatlantic.com/podcasts/archive/2025/09/oklahoma-public-education-ryan-walters-teachers/684342/",1
"130","October 28, 2025 at 10:39PM","What Elon Musk's Version of Wikipedia Thinks About Hitler, Putin, and Apartheid - The Atlantic",NA,"gender ideology","Tuesday",10,2025,"8717893479030415655",2025-10-28,"https://www.theatlantic.com/technology/2025/10/grokipedia-elon-musk/684730/",1
"131","May 15, 2023 at 12:20PM","Vivek Ramaswamy, Primary Entrepreneur - The Atlantic",NA,"gender ideology","Monday",5,2023,"8717893479030415655",2023-05-15,"https://www.theatlantic.com/politics/archive/2023/05/vivek-ramaswamy-gop-primary-race-trumpism/674063/",1
"132","May 19, 2023 at 04:06AM","The Problem With State Bans on Gender Care - The Atlantic",NA,"gender ideology","Friday",5,2023,"8717893479030415655",2023-05-19,"https://www.theatlantic.com/newsletters/archive/2023/05/the-problem-with-state-bans-on-gender-care/674106/",1
"133","May 19, 2023 at 04:40PM","How the Right and the Left Switched Sides on Big Business - The Atlantic",NA,"gender ideology","Friday",5,2023,"8717893479030415655",2023-05-19,"https://www.theatlantic.com/ideas/archive/2023/05/free-speech-corporations-desantis-disney-citizens-united/674111/",1
"134","April 21, 2023 at 06:58PM","How the Gender Debate Veered Offtrack - The Atlantic",NA,"gender ideology","Friday",4,2023,"8717893479030415655",2023-04-21,"https://www.theatlantic.com/newsletters/archive/2023/04/how-the-gender-debate-veered-off-track/673819/",1
"135","December 24, 2024 at 09:06AM","Are Young Men Really Becoming More Sexist? - The Atlantic",NA,"gender ideology","Tuesday",12,2024,"8717893479030415655",2024-12-24,"https://www.theatlantic.com/podcasts/archive/2024/12/young-men-sexist/681034/",1
"136","March 12, 2024 at 10:37AM","Are Gen Z Men and Women Really Drifting Apart? - The Atlantic",NA,"gender ideology","Tuesday",3,2024,"8717893479030415655",2024-03-12,"https://www.theatlantic.com/politics/archive/2024/03/gen-z-gender-divide-2024-election/677723/",1
"137","March 12, 2024 at 07:08AM","The Myth of the Gen Z Gender Divide - The Atlantic",NA,"gender ideology","Tuesday",3,2024,"8717893479030415655",2024-03-12,"https://www.theatlantic.com/politics/archive/2024/03/gen-z-gender-divide-2024-election/677723/?utm_source=feed",1
"138","January 31, 2024 at 10:35AM","A Rainbow Coalition of Haters - The Atlantic",NA,"gender ideology","Wednesday",1,2024,"8717893479030415655",2024-01-31,"https://www.theatlantic.com/ideas/archive/2024/01/republican-strategy-misogyny-matt-gaetz-trump/677302/",1
"139","September 26, 2023 at 09:07AM","Where the New Identity Politics Went Wrong - The Atlantic",NA,"gender ideology","Tuesday",9,2023,"8717893479030415655",2023-09-26,"https://www.theatlantic.com/ideas/archive/2023/09/woke-ideology-history-origins-flaws/675454/",1
"140","August 25, 2023 at 09:41PM","The 2024 U.S. Presidential Race: A Cheat Sheet - The Atlantic",NA,"gender ideology","Friday",8,2023,"8717893479030415655",2023-08-25,"https://www.theatlantic.com/ideas/archive/2023/08/tracking-democrat-republican-presidential-candidates-2024-election/673118/",1
