"the_day","month","year","keyword","EntryTitle","pullURL","subname","post_ID","EntryURL"
2025-03-14,3,2025,"transgender","Chariho parents defend policies to protect transgender, gender diverse, and transitioning ...","steveahlquist.substack.com","steveahlquist","chariho parents defend policies to","https://steveahlquist.substack.com/p/chariho-parents-defend-policies-to"
2025-03-14,3,2025,"gender identity","Parents in Barrington defend policies to protect transgender, gender-diverse and ...","steveahlquist.substack.com","steveahlquist","parents in barrington defend policies","https://steveahlquist.substack.com/p/parents-in-barrington-defend-policies"
2025-03-14,3,2025,"transgender","Parents in Barrington defend policies to protect transgender, gender-diverse and ...","steveahlquist.substack.com","steveahlquist","parents in barrington defend policies","https://steveahlquist.substack.com/p/parents-in-barrington-defend-policies"
2025-03-16,3,2025,"biological sex","The Trans Cult revealed! - David Vance - Substack","substack.com","substack.com","159188211","https://substack.com/home/post/p-159188211?utm_campaign=post&utm_medium=web"
2025-03-17,3,2025,"gender identity","Sovereign' is an arresting 'body' of work at McColl Center - The Charlotte Ledger","charlotteledger.substack.com","charlotteledger","sovereign is an arresting body of","https://charlotteledger.substack.com/p/sovereign-is-an-arresting-body-of"
2025-03-17,3,2025,"biological sex","When the Witch They're Hunting is You! - by Genspect - Substack","substack.com","substack.com","159262639","https://substack.com/home/post/p-159262639?utm_campaign=post&utm_medium=web"
2025-09-10,9,2025,"biological sex","The blackboard and the ballot box - The Contrarian - Substack","contrarian.substack.com","contrarian","the blackboard and the ballot box","https://contrarian.substack.com/p/the-blackboard-and-the-ballot-box"
2025-09-13,9,2025,"transgender","Trump Fuels Even More Anger | The Coffee Klatch for September 13, 2025 - Robert Reich","robertreich.substack.com","robertreich","trump fuels even more anger the coffee","https://robertreich.substack.com/p/trump-fuels-even-more-anger-the-coffee"
2025-08-08,8,2025,"biological sex","Scott Anderson On The Iranian Revolution - The Weekly Dish - Substack","andrewsullivan.substack.com","andrewsullivan","scott anderson on the iranian revolution","https://andrewsullivan.substack.com/p/scott-anderson-on-the-iranian-revolution"
2025-07-27,7,2025,"gender identity","RI Judge blocks Trump-Vance Administration's restrictions on funding for fritical services for ...","steveahlquist.substack.com","steveahlquist","ri judge blocks trump vance administrations","https://steveahlquist.substack.com/p/ri-judge-blocks-trump-vance-administrations"
2025-07-27,7,2025,"transgender","RI Judge blocks Trump-Vance Administration's restrictions on funding for fritical services for ...","steveahlquist.substack.com","steveahlquist","ri judge blocks trump vance administrations","https://steveahlquist.substack.com/p/ri-judge-blocks-trump-vance-administrations"
2025-07-04,7,2025,"gender identity","Walter Isaacson On Ben Franklin - by Andrew Sullivan - The Weekly Dish","andrewsullivan.substack.com","andrewsullivan","walter isaacson on ben franklin","https://andrewsullivan.substack.com/p/walter-isaacson-on-ben-franklin"
2025-07-06,7,2025,"transgender","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
2025-07-06,7,2025,"biological sex","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
2025-07-06,7,2025,"gender identity","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
2025-06-17,6,2025,"gender identity","Rhode Island Interscholastic League: Policy change is not a change and not a policy","steveahlquist.substack.com","steveahlquist","rhode island interscholastic league","https://steveahlquist.substack.com/p/rhode-island-interscholastic-league?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-06-19,6,2025,"transgender","SCOTUS Denies Gender Affirming Care to Transgender People, Live with E. Jean Carroll, and More","joycevance.substack.com","joycevance","scotus denies gender affirming care","https://joycevance.substack.com/p/scotus-denies-gender-affirming-care"
2025-06-04,6,2025,"gender identity","Rhode Island needs to update and modernize its health insurance anti-discrimination protections","steveahlquist.substack.com","steveahlquist","rhode island needs to update and","https://steveahlquist.substack.com/p/rhode-island-needs-to-update-and"
2025-05-14,5,2025,"gender identity","East Providence residents once again repel anti-trans Christian nationalist","steveahlquist.substack.com","steveahlquist","east providence residents once again","https://steveahlquist.substack.com/p/east-providence-residents-once-again"
2025-04-06,4,2025,"gender identity","The unpalatable truth about Patrick Harvie - Stephen Daisley","stephendaisley.substack.com","stephendaisley","the unpalatable truth about patrick","https://stephendaisley.substack.com/p/the-unpalatable-truth-about-patrick"
2025-01-05,1,2025,"biological sex","The warmth of the fire, the hope of the electorate - Substack","substack.com","substack.com",NA,"https://substack.com/app-link/post?publication_id=311522&post_id=154118916&utm_source=post-email-title&utm_campaign=email-post-title&isFreemail=false&r=65ihu&token=eyJ1c2VyX2lkIjoxMDMzNDk0NiwicG9zdF9pZCI6MTU0MTE4OTE2LCJpYXQiOjE3MzU5ODg2NzcsImV4cCI6MTczODU4MDY3NywiaXNzIjoicHViLTMxMTUyMiIsInN1YiI6InBvc3QtcmVhY3Rpb24ifQ.BjcKMy8PXtlEbx_gijX4ohoZkiH4c9j0X8vDOqH1DeE"
2025-01-05,1,2025,"gender identity","Prominent Democrats Still Haven't Gotten the Memo - Substack","substack.com","substack.com","154204826","https://substack.com/home/post/p-154204826?utm_campaign=post&utm_medium=web"
2025-01-05,1,2025,"gender identity","Trans and Butch aren't compatible. Detrans isn't much better. - Substack","substack.com","substack.com","154235650","https://substack.com/home/post/p-154235650?utm_campaign=post&utm_medium=web"
2025-01-05,1,2025,"biological sex","Trans and Butch aren't compatible. Detrans isn't much better. - Substack","substack.com","substack.com","154235650","https://substack.com/home/post/p-154235650?utm_campaign=post&utm_medium=web"
2025-01-07,1,2025,"biological sex","Escaping the AI Guilt Trap in Texas - by Greg Lukianoff - Substack","substack.com","substack.com","154294108","https://substack.com/home/post/p-154294108?utm_campaign=post&utm_medium=web"
2025-01-07,1,2025,"gender identity","Swindled! - by Genspect - Inspecting Gender - Substack","substack.com","substack.com","152966050","https://substack.com/home/post/p-152966050?utm_campaign=post&utm_medium=web"
2025-01-07,1,2025,"biological sex","Swindled! - by Genspect - Inspecting Gender - Substack","substack.com","substack.com","152966050","https://substack.com/home/post/p-152966050?utm_campaign=post&utm_medium=web"
2025-01-11,1,2025,"gender identity","Christian Nationalists have plans for Rhode Island - Steve Ahlquist","steveahlquist.substack.com","steveahlquist","christian nationalists have plans","https://steveahlquist.substack.com/p/christian-nationalists-have-plans?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-01-11,1,2025,"gender identity","What Happened With Title IX This Week? - by Kara Dansky - Substack","substack.com","substack.com","154634458","https://substack.com/home/post/p-154634458?utm_campaign=post&utm_medium=web"
2025-01-13,1,2025,"transgender","Wyoming lawmakers aim to erode transgender rights - Substack","substack.com","substack.com","154693571","https://substack.com/home/post/p-154693571?utm_campaign=post&utm_medium=web"
2025-01-13,1,2025,"biological sex","Wyoming lawmakers aim to erode transgender rights - Substack","substack.com","substack.com","154693571","https://substack.com/home/post/p-154693571?utm_campaign=post&utm_medium=web"
2025-01-14,1,2025,"biological sex","Don't Say Gay Reaches Ohio - by Crip Dyke - Wonkette - Substack","substack.com","substack.com","154771338","https://substack.com/home/post/p-154771338?utm_campaign=post&utm_medium=web"
2025-01-15,1,2025,"gender identity","Analyzing the Dangers of Gender Identity Confusion and Its Link to Violence - Substack","substack.com","substack.com","154902947","https://substack.com/home/post/p-154902947?utm_campaign=post&utm_medium=web"
2025-01-15,1,2025,"biological sex","Burn Academia Down? - by Lee Jussim - Unsafe Science - Substack","substack.com","substack.com","154860379","https://substack.com/home/post/p-154860379?utm_campaign=post&utm_medium=web"
2025-01-16,1,2025,"biological sex","The Unholy Alliance: TERFs, Trump, and Musk's War Against Trans Rights - Substack","substack.com","substack.com","154975388","https://substack.com/home/post/p-154975388?utm_campaign=post&utm_medium=web"
2025-01-17,1,2025,"biological sex","Understanding Executive Orders - LGBT Courage Coalition - Substack","substack.com","substack.com","154980726","https://substack.com/home/post/p-154980726?utm_campaign=post&utm_medium=web"
2025-01-17,1,2025,"biological sex","Please bear with me. I'm having some trouble here. - Substack","substack.com","substack.com","155034059","https://substack.com/home/post/p-155034059?utm_campaign=post&utm_medium=web"
2025-01-19,1,2025,"gender identity","ROGD Boys Exist! with Lydia - Stella O'Malley - Substack","substack.com","substack.com","154775606","https://substack.com/home/post/p-154775606?utm_campaign=post&utm_medium=web"
2025-03-23,3,2025,"gender identity","Exploring the Intersection of Neurodivergence, Gender Identity and Menopause - Substack","substack.com","substack.com","153091717","https://substack.com/home/post/p-153091717?source=queue"
2025-03-25,3,2025,"gender identity","The RI Interscholastic League refuses to answer basic questions about changes to its ...","steveahlquist.substack.com","steveahlquist","the ri interscholastic league refuses","https://steveahlquist.substack.com/p/the-ri-interscholastic-league-refuses?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-03-29,3,2025,"gender identity","Foster School District redefined ""sex"" in possible violation of state and federal law","steveahlquist.substack.com","steveahlquist","foster school district redefined","https://steveahlquist.substack.com/p/foster-school-district-redefined"
2025-04-01,4,2025,"gender identity","RIDE sends an email to the Foster-Glocester School Committee reminding them of the laws ...","steveahlquist.substack.com","steveahlquist","ride sends an email to to the foster","https://steveahlquist.substack.com/p/ride-sends-an-email-to-to-the-foster?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-04-02,4,2025,"biological sex","What's going on in the Foster-Glocester Regional School District around transgender ...","steveahlquist.substack.com","steveahlquist","whats going on in the foster glocester","https://steveahlquist.substack.com/p/whats-going-on-in-the-foster-glocester"
2025-03-14,3,2025,"transgender","Chariho parents defend policies to protect transgender, gender diverse, and transitioning ...","steveahlquist.substack.com","steveahlquist","chariho parents defend policies to","https://steveahlquist.substack.com/p/chariho-parents-defend-policies-to"
2025-03-14,3,2025,"gender identity","Parents in Barrington defend policies to protect transgender, gender-diverse and ...","steveahlquist.substack.com","steveahlquist","parents in barrington defend policies","https://steveahlquist.substack.com/p/parents-in-barrington-defend-policies"
2025-03-14,3,2025,"transgender","Parents in Barrington defend policies to protect transgender, gender-diverse and ...","steveahlquist.substack.com","steveahlquist","parents in barrington defend policies","https://steveahlquist.substack.com/p/parents-in-barrington-defend-policies"
2025-03-16,3,2025,"biological sex","The Trans Cult revealed! - David Vance - Substack","substack.com","substack.com","159188211","https://substack.com/home/post/p-159188211?utm_campaign=post&utm_medium=web"
2025-03-17,3,2025,"gender identity","Sovereign' is an arresting 'body' of work at McColl Center - The Charlotte Ledger","charlotteledger.substack.com","charlotteledger","sovereign is an arresting body of","https://charlotteledger.substack.com/p/sovereign-is-an-arresting-body-of"
2025-03-17,3,2025,"biological sex","When the Witch They're Hunting is You! - by Genspect - Substack","substack.com","substack.com","159262639","https://substack.com/home/post/p-159262639?utm_campaign=post&utm_medium=web"
2025-03-21,3,2025,"gender identity","The Rhode Island Interscholastic League obeys in advance and weakens protections for ...","steveahlquist.substack.com","steveahlquist","the rhode island interscholastic","https://steveahlquist.substack.com/p/the-rhode-island-interscholastic"
2025-02-26,2,2025,"biological sex","NH School Scoop - February 25, 2025 - by Bill Carozza - Substack","substack.com","substack.com","157910798","https://substack.com/home/post/p-157910798?utm_campaign=post&utm_medium=web"
2025-02-26,2,2025,"biological sex","Why I Use Trans People's Preferred Pronouns - Substack","substack.com","substack.com","157937616","https://substack.com/home/post/p-157937616?utm_campaign=post&utm_medium=web"
2025-02-26,2,2025,"biological sex","An Open Letter to Administrators of Institutionalized Dysphoria - Substack","substack.com","substack.com","157977500","https://substack.com/home/post/p-157977500?utm_campaign=post&utm_medium=web"
2025-02-27,2,2025,"biological sex","Military issues policy banning trans military service, implementing Trump EO - Substack","substack.com","substack.com","158011858","https://substack.com/home/post/p-158011858?utm_campaign=post&utm_medium=web"
2025-02-27,2,2025,"gender identity","How MAGA-Bros Reject Their Own Ancestral Myths in Their War on ""Wokeness"" - Substack","substack.com","substack.com","157685680","https://substack.com/home/post/p-157685680?utm_campaign=post&utm_medium=web"
2025-02-27,2,2025,"biological sex","Gospel Reflection for The 27th day of February in the year of Our Lord, 2025 - Substack","substack.com","substack.com","157825634","https://substack.com/home/post/p-157825634?utm_campaign=post&utm_medium=web"
2025-02-28,2,2025,"biological sex","Sex, gender, and ""truth"" - by Allison Daminger - Substack","substack.com","substack.com","158042630","https://substack.com/home/post/p-158042630?utm_campaign=post&utm_medium=web"
2025-02-28,2,2025,"biological sex","FAIR News: Two Weeks, Four OCR Complaints - Substack","substack.com","substack.com","158105280","https://substack.com/home/post/p-158105280?utm_campaign=post&utm_medium=web"
2025-03-01,3,2025,"biological sex","Bills targeting LGBTQ+ community advance in the Legislature - Substack","substack.com","substack.com","158177849","https://substack.com/home/post/p-158177849?utm_campaign=post&utm_medium=web"
2025-03-02,3,2025,"biological sex","Are Gender Roles Inherently Incompatible with Modern Communism? - Substack","substack.com","substack.com","158176759","https://substack.com/home/post/p-158176759?utm_campaign=post&utm_medium=web"
2025-03-02,3,2025,"biological sex","Weekly Roundup - by James L. Nuzzo - The Nuzzo Letter - Substack","substack.com","substack.com","158149057","https://substack.com/home/post/p-158149057?utm_campaign=post&utm_medium=web"
2025-03-02,3,2025,"gender identity","They - by Ward Stern - Honest Teaching - Substack","substack.com","substack.com","157525367","https://substack.com/home/post/p-157525367?utm_campaign=post&utm_medium=web"
2025-03-02,3,2025,"biological sex","“Dangerous” Trans-Identified Male Pedophile Under Investigation For Sexually Assaulting ...","substack.com","substack.com","158229997","https://substack.com/home/post/p-158229997?utm_campaign=post&utm_medium=web"
2025-03-02,3,2025,"gender identity","DOGE Cuts $10.9M in NIH Grants—Here's What Was Defunded - Substack","substack.com","substack.com","158212430","https://substack.com/home/post/p-158212430?utm_campaign=post&utm_medium=web"
2025-03-02,3,2025,"gender identity","DOGE Cuts $10.9M in NIH Grants—Here's What Was Defunded - Substack","substack.com","substack.com","158212430","https://substack.com/home/post/p-158212430?source=queue"
2025-03-02,3,2025,"biological sex","Sylvia Rivera Warned Us: Gay Men Would Abandon Trans People—And She Was Right","substack.com","substack.com","158247094","https://substack.com/home/post/p-158247094?source=queue"
2025-03-02,3,2025,"biological sex","The Week Ahead - Civil Discourse with Joyce Vance - Substack","joycevance.substack.com","joycevance","the week ahead cff","https://joycevance.substack.com/p/the-week-ahead-cff"
2025-03-04,3,2025,"gender identity","Testimony Reveals Fraud in Washington Gender Clinics","substack.com","substack.com","158200955","https://substack.com/home/post/p-158200955?utm_campaign=post&utm_medium=web"
2025-03-04,3,2025,"biological sex","Senate Rejects Transgender Sports Ban, Sparking Debate Over Fairness and Inclusion","substack.com","substack.com","158369770","https://substack.com/home/post/p-158369770?utm_campaign=post&utm_medium=web"
2025-03-04,3,2025,"gender identity","Digging deep on Iowa's new transgender discrimination law - Substack","substack.com","substack.com","158364285","https://substack.com/home/post/p-158364285?utm_campaign=post&utm_medium=web"
2025-03-06,3,2025,"biological sex","Michigan Republicans Slam MHSAA in Fiery Press Conference: 'Follow Trump's Order or ...","substack.com","substack.com","158520401","https://substack.com/home/post/p-158520401?utm_campaign=post&utm_medium=web"
2025-03-08,3,2025,"gender identity","Trump proves Nietzsche was right - by REX SMITH - Substack","substack.com","substack.com",NA,"https://substack.com/app-link/post?publication_id=311522&post_id=158620989&utm_source=post-email-title&utm_campaign=email-post-title&isFreemail=false&r=65ihu&token=eyJ1c2VyX2lkIjoxMDMzNDk0NiwicG9zdF9pZCI6MTU4NjIwOTg5LCJpYXQiOjE3NDE0MzE5MzUsImV4cCI6MTc0NDAyMzkzNSwiaXNzIjoicHViLTMxMTUyMiIsInN1YiI6InBvc3QtcmVhY3Rpb24ifQ.HykLk0GJu144HFTEnPexpwLcnho5mtHrQT8_EGzhxbc"
2025-02-15,2,2025,"biological sex","Understanding Biology ≠ Biological Essentialism - Substack","substack.com","substack.com","157195493","https://substack.com/home/post/p-157195493?utm_campaign=post&utm_medium=web"
2025-02-16,2,2025,"biological sex","It's 2025: Time for Evangelicals to Ditch “Loser Theology” and Build to Win - Substack","substack.com","substack.com","157212427","https://substack.com/home/post/p-157212427?utm_campaign=post&utm_medium=web"
2025-02-16,2,2025,"gender identity","Home | Substack","substack.com","substack.com","157215244","https://substack.com/home/post/p-157215244"
2025-02-16,2,2025,"gender identity","The Lion In Winter - by Dusty Masterson - Substack","substack.com","substack.com","157193354","https://substack.com/home/post/p-157193354?utm_campaign=post&utm_medium=web"
2025-02-16,2,2025,"biological sex","The Unraveling of the New York Times - by Kara Dansky - Substack","substack.com","substack.com","157256256","https://substack.com/home/post/p-157256256?utm_campaign=post&utm_medium=web"
2025-02-16,2,2025,"gender identity","The Unraveling of the New York Times - by Kara Dansky - Substack","substack.com","substack.com","157256256","https://substack.com/home/post/p-157256256?utm_campaign=post&utm_medium=web"
2025-02-16,2,2025,"biological sex","Man pretending to be a woman accused me of ""catfishing."" - Substack","substack.com","substack.com","157277411","https://substack.com/home/post/p-157277411?utm_campaign=post&utm_medium=web"
2025-02-17,2,2025,"biological sex","Trump has already weaponized the Department of Education - Substack","substack.com","substack.com","157274490","https://substack.com/home/post/p-157274490?utm_campaign=post&utm_medium=web"
2025-02-17,2,2025,"biological sex","What Britain should do if it was serious about tacking on gender ideology - Substack","substack.com","substack.com","157130463","https://substack.com/home/post/p-157130463?utm_campaign=post&utm_medium=web"
2025-02-17,2,2025,"biological sex","How Psychology's Ideological Shift Harms Gender-Confused Children - Substack","substack.com","substack.com","156129016","https://substack.com/home/post/p-156129016?utm_campaign=post&utm_medium=web"
2025-02-18,2,2025,"biological sex","Are you on the Right Side of History? - by Helen Pluckrose - Substack","substack.com","substack.com","157386726","https://substack.com/home/post/p-157386726?utm_campaign=post&utm_medium=web"
2025-02-19,2,2025,"biological sex","Dawkins on the Male Female divide - The reviewer's Substack","substack.com","substack.com","157417775","https://substack.com/home/post/p-157417775?utm_campaign=post&utm_medium=web"
2025-02-23,2,2025,"transgender","A Guide to Anti-Transgender Legislation - by Jace Wilson - Substack","substack.com","substack.com","157659255","https://substack.com/home/post/p-157659255?utm_campaign=post&utm_medium=web"
2025-02-24,2,2025,"gender identity","Objectively, a man is still a man - by David Ramsden-Wood - Substack","substack.com","substack.com","157744810","https://substack.com/home/post/p-157744810?utm_campaign=post&utm_medium=web"
2025-02-24,2,2025,"biological sex","Objectively, a man is still a man - by David Ramsden-Wood - Substack","substack.com","substack.com","157744810","https://substack.com/home/post/p-157744810?utm_campaign=post&utm_medium=web"
2025-02-24,2,2025,"gender identity","Gender Identity: Choose An Option - by Amos Wollen - Substack","substack.com","substack.com","157658815","https://substack.com/home/post/p-157658815?utm_campaign=post&utm_medium=web"
2025-02-01,2,2025,"biological sex","From Pray-the-Gay-Away to Pansexual Pragmatism - Substack","substack.com","substack.com","155863228","https://substack.com/home/post/p-155863228?utm_campaign=post&utm_medium=web"
2025-02-02,2,2025,"biological sex","Comments - The Week in Abortion - by Jessica Valenti","jessica.substack.com","jessica","the week in abortion 960","https://jessica.substack.com/p/the-week-in-abortion-960/comments"
2025-02-02,2,2025,"gender identity","Implementing the Executive Order on Sex and Gender - Substack","substack.com","substack.com","156301249","https://substack.com/home/post/p-156301249?utm_campaign=post&utm_medium=web"
2025-02-02,2,2025,"biological sex","Implementing the Executive Order on Sex and Gender - Substack","substack.com","substack.com","156301249","https://substack.com/home/post/p-156301249?utm_campaign=post&utm_medium=web"
2025-02-03,2,2025,"biological sex","when you gotta go you gotta go - by Rey Katz (they/them) - Substack","substack.com","substack.com","156023400","https://substack.com/home/post/p-156023400?utm_campaign=post&utm_medium=web"
2025-02-03,2,2025,"biological sex","Biological Reality vs. Gender Ideology - Substack","substack.com","substack.com","153865842","https://substack.com/home/post/p-153865842?utm_campaign=post&utm_medium=web"
2025-02-04,2,2025,"biological sex","We Are All Human Together - by Bodhiterra - Visible Woman - Substack","substack.com","substack.com","156418316","https://substack.com/home/post/p-156418316?utm_campaign=post&utm_medium=web"
2025-02-05,2,2025,"biological sex","Talking to myself and feeling old - by Josh Slocum - Substack","substack.com","substack.com","156465885","https://substack.com/home/post/p-156465885?utm_campaign=post&utm_medium=web"
2025-02-08,2,2025,"biological sex","Medieval gender studies is getting this wrong. - Substack","substack.com","substack.com","155684745","https://substack.com/home/post/p-155684745?utm_campaign=post&utm_medium=web"
2025-02-08,2,2025,"biological sex","Trump Has a Plan - by Alexander Dugin - Arktos Journal - Substack","substack.com","substack.com","156754456","https://substack.com/home/post/p-156754456?utm_campaign=post&utm_medium=web"
2025-02-09,2,2025,"biological sex","The Androgyny Syndrome - by Graham Cunningham - Substack","substack.com","substack.com","156733930","https://substack.com/home/post/p-156733930?utm_campaign=post&utm_medium=web"
2025-02-11,2,2025,"gender identity","Gender Clinicians Should Take the Family's Input Into Account, with Marieke den Ouden","substack.com","substack.com","156823995","https://substack.com/home/post/p-156823995?utm_campaign=post&utm_medium=web"
2025-02-11,2,2025,"biological sex","Language Policy Chat With Grok - LGBT Courage Coalition - Substack","substack.com","substack.com","156504526","https://substack.com/home/post/p-156504526?utm_campaign=post&utm_medium=web"
2025-01-20,1,2025,"biological sex","Day One of the Resistance! - by Robert B. Hubbell - Substack","substack.com","substack.com","155213747","https://substack.com/home/post/p-155213747?utm_campaign=post&utm_medium=web"
2025-01-22,1,2025,"biological sex","The Good News Supplement: Monday 13th January - Substack","substack.com","substack.com","154822329","https://substack.com/home/post/p-154822329?utm_campaign=post&utm_medium=web"
2025-01-24,1,2025,"biological sex","Feminism and Gender Ideology During Trump 2.0 - Substack","substack.com","substack.com","155568108","https://substack.com/home/post/p-155568108?utm_campaign=post&utm_medium=web"
2025-01-24,1,2025,"biological sex","Surviving the First Week Under Trump Rule - Substack","substack.com","substack.com","155617519","https://substack.com/home/post/p-155617519?utm_campaign=post&utm_medium=web"
2025-01-26,1,2025,"gender identity","The Hidden Cost of Gender Transition - Substack","substack.com","substack.com","155590876","https://substack.com/home/post/p-155590876?utm_campaign=post&utm_medium=web"
2025-01-27,1,2025,"biological sex","From bathroom bills to sports bans, Wyoming's anti-trans push continues - Substack","substack.com","substack.com","155841858","https://substack.com/home/post/p-155841858?utm_campaign=post&utm_medium=web"
2025-01-28,1,2025,"biological sex","The Curious Case of Non-Binary People in EU Data - Substack","substack.com","substack.com","155556665","https://substack.com/home/post/p-155556665?utm_campaign=post&utm_medium=web"
2025-01-31,1,2025,"biological sex","FFS Friday: Michelle Koskella - by Kara Dansky - Substack","substack.com","substack.com","156115239","https://substack.com/home/post/p-156115239?utm_campaign=post&utm_medium=web"
2025-08-24,8,2025,"transgender","Sunday thought: Is there a silver lining to these darkening clouds? - Robert Reich - Substack","robertreich.substack.com","robertreich","sunday thought the silver lining","https://robertreich.substack.com/p/sunday-thought-the-silver-lining"
2025-08-06,8,2025,"transgender","ACLU of RI, GLAD Law, and RI Center for Justice respond to Brown University's ... - Steve Ahlquist","steveahlquist.substack.com","steveahlquist","aclu of ri glad law and ri center","https://steveahlquist.substack.com/p/aclu-of-ri-glad-law-and-ri-center"
2025-08-08,8,2025,"biological sex","Scott Anderson On The Iranian Revolution - The Weekly Dish - Substack","andrewsullivan.substack.com","andrewsullivan","scott anderson on the iranian revolution","https://andrewsullivan.substack.com/p/scott-anderson-on-the-iranian-revolution"
2025-08-08,8,2025,"gender identity","Scott Anderson On The Iranian Revolution - The Weekly Dish - Substack","andrewsullivan.substack.com","andrewsullivan","scott anderson on the iranian revolution","https://andrewsullivan.substack.com/p/scott-anderson-on-the-iranian-revolution"
2025-07-27,7,2025,"transgender","RI Judge blocks Trump-Vance Administration's restrictions on funding for fritical services for ...","steveahlquist.substack.com","steveahlquist","ri judge blocks trump vance administrations","https://steveahlquist.substack.com/p/ri-judge-blocks-trump-vance-administrations"
2025-07-27,7,2025,"gender identity","RI Judge blocks Trump-Vance Administration's restrictions on funding for fritical services for ...","steveahlquist.substack.com","steveahlquist","ri judge blocks trump vance administrations","https://steveahlquist.substack.com/p/ri-judge-blocks-trump-vance-administrations"
2025-07-06,7,2025,"gender identity","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
2025-07-06,7,2025,"transgender","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
2025-07-06,7,2025,"biological sex","Supreme Court Dives Back Into Culture Wars, Taking Take Up Idaho, West Virginia ...","thecatholicobserver.substack.com","thecatholicobserver","supreme court dives back into culture","https://thecatholicobserver.substack.com/p/supreme-court-dives-back-into-culture"
2025-07-06,7,2025,"transgender","What I Heard On a Suicide Hotline for Trans Kids - The Catholic Observer","thecatholicobserver.substack.com","thecatholicobserver","what i heard on a suicide hotline","https://thecatholicobserver.substack.com/p/what-i-heard-on-a-suicide-hotline"
2025-07-04,7,2025,"gender identity","Walter Isaacson On Ben Franklin - by Andrew Sullivan - The Weekly Dish","andrewsullivan.substack.com","andrewsullivan","walter isaacson on ben franklin","https://andrewsullivan.substack.com/p/walter-isaacson-on-ben-franklin"
2025-06-16,6,2025,"gender identity","Led by the RI Coalition Against Domestic Violence, 17 state domestic violence and sexual ...","steveahlquist.substack.com","steveahlquist","led by the ri coalition against domestic","https://steveahlquist.substack.com/p/led-by-the-ri-coalition-against-domestic?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-06-17,6,2025,"gender identity","Rhode Island Interscholastic League: Policy change is not a change and not a policy","steveahlquist.substack.com","steveahlquist","rhode island interscholastic league","https://steveahlquist.substack.com/p/rhode-island-interscholastic-league?utm_source=substack&utm_medium=email&utm_content=share&action=share"
2025-06-19,6,2025,"transgender","SCOTUS Denies Gender Affirming Care to Transgender People, Live with E. Jean Carroll, and More","joycevance.substack.com","joycevance","scotus denies gender affirming care","https://joycevance.substack.com/p/scotus-denies-gender-affirming-care"
2025-06-22,6,2025,"gender identity","Judicial Notice (06.22.25): Please Don't Call The Judge 'Honey'","davidlat.substack.com","davidlat","lawyer called judge honey aba v trump latham watkins hired zach podolsky from wachtell lipton","https://davidlat.substack.com/p/lawyer-called-judge-honey-aba-v-trump-latham-watkins-hired-zach-podolsky-from-wachtell-lipton"
2025-06-04,6,2025,"gender identity","Rhode Island needs to update and modernize its health insurance anti-discrimination protections","steveahlquist.substack.com","steveahlquist","rhode island needs to update and","https://steveahlquist.substack.com/p/rhode-island-needs-to-update-and"
2025-06-07,6,2025,"transgender","Five Questions with ACLU Lawyer Chase Strangio - Civil Discourse with Joyce Vance","joycevance.substack.com","joycevance","five questions with aclu lawyer chase","https://joycevance.substack.com/p/five-questions-with-aclu-lawyer-chase"
2025-05-14,5,2025,"gender identity","East Providence residents once again repel anti-trans Christian nationalist","steveahlquist.substack.com","steveahlquist","east providence residents once again","https://steveahlquist.substack.com/p/east-providence-residents-once-again"
2025-04-23,4,2025,"biological sex","Yesterday in parliament - by Joshua Rozenberg - A Lawyer Writes","rozenberg.substack.com","rozenberg","yesterday in parliament","https://rozenberg.substack.com/p/yesterday-in-parliament"
2025-01-29,1,2025,"biological sex","Trump Signs Order to End Federal Support for Gender-Transition Care for Youths - Substack","substack.com","substack.com","155977097","https://substack.com/home/post/p-155977097?utm_campaign=post&utm_medium=web"
2025-01-31,1,2025,"biological sex","FFS Friday: Michelle Koskella - by Kara Dansky - Substack","substack.com","substack.com","156115239","https://substack.com/home/post/p-156115239?utm_campaign=post&utm_medium=web"
